[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 66, [(0.0, 0.09375, 0.4), (0.0, 0.6875, 0.4), (1.0, 0.09375, 0.4), (1.0, 0.59375, 0.4), (0.0, 0.46875, 0.4), (0.0, 0.5625, 0.4), (0.0, 0.28125, 0.4), (1.0, 0.6875, 0.4), (0.0, 0.375, 0.4), (0.0, 0.1875, 0.4), (1.0, 0.0625, 0.4), (1.0, 0.5, 0.4), (0.0, 0.4375, 0.4), (1.0, 0.0, 0.4), (0.0, 0.25, 0.4), (1.0, 0.96875, 0.4), (0.0, 0.8125, 0.4), (1.0, 0.25, 0.4), (0.0, 0.125, 0.4), (0.0, 0.65625, 0.4), (1.0, 0.8125, 0.4), (1.0, 0.34375, 0.4), (0.0, 0.0, 0.4), (1.0, 0.1875, 0.4), (1.0, 1.0, 0.4), (0.0, 0.96875, 0.4), (1.0, 0.78125, 0.4), (0.0, 0.15625, 0.4), (1.0, 0.71875, 0.4), (0.0, 0.9375, 0.4), (1.0, 0.375, 0.4), (1.0, 0.40625, 0.4), (0.0, 0.75, 0.4), (0.0, 0.625, 0.4), (0.0, 0.90625, 0.4), (1.0, 0.75, 0.4), (0.0, 0.03125, 0.4), (1.0, 0.53125, 0.4), (0.0, 0.53125, 0.4), (1.0, 0.46875, 0.4), (0.0, 0.875, 0.4), (1.0, 0.03125, 0.4), (1.0, 0.90625, 0.4), (0.0, 1.0, 0.4), (0.0, 0.78125, 0.4), (1.0, 0.21875, 0.4), (0.0, 0.84375, 0.4), (1.0, 0.84375, 0.4), (1.0, 0.3125, 0.4), (1.0, 0.125, 0.4), (0.0, 0.0625, 0.4), (1.0, 0.875, 0.4), (0.0, 0.40625, 0.4), (1.0, 0.15625, 0.4), (0.0, 0.5, 0.4), (0.0, 0.59375, 0.4), (1.0, 0.65625, 0.4), (1.0, 0.28125, 0.4), (1.0, 0.5625, 0.4), (1.0, 0.4375, 0.4), (1.0, 0.9375, 0.4), (1.0, 0.625, 0.4), (0.0, 0.71875, 0.4), (0.0, 0.3125, 0.4), (0.0, 0.34375, 0.4), (0.0, 0.21875, 0.4)]
[ENV]: Finished init Environment
[TRAIN]: actions: 66, observations: 75
[TRAIN]: CUDA: True
[TRAIN]: (1/1600): reward: -57.0, rates: 0, loss: 0, rho: 0.4000000000000001
[TRAIN]: (20/1600): reward: -48.45187836885452, rates: 1.5481215793897303, loss: 1.7028641939163207, rho: 0.4000000000000001
[TRAIN]: (21/1600): reward: -53.62505728006363, rates: 0.3749427117640883, loss: 1.9421148478984833, rho: 0.4000000000000001
[TRAIN]: (22/1600): reward: -50.199310913681984, rates: 0.8006890845261956, loss: 1.750599557161331, rho: 0.4000000000000001
[TRAIN]: (23/1600): reward: -70.84462803602219, rates: 1.1553720737169684, loss: 1.7498673617839813, rho: 0.4000000000000001
[TRAIN]: (24/1600): reward: -52.80518262088299, rates: 1.1948173695461008, loss: 1.7934837490320206, rho: 0.4000000000000001
[TRAIN]: (25/1600): reward: -65.05600881576538, rates: 0.9439910605049265, loss: 1.8958201169967652, rho: 0.4000000000000001
[TRAIN]: (26/1600): reward: -58.10252869129181, rates: 1.8974712666885019, loss: 1.8078834265470505, rho: 0.4000000000000001
[TRAIN]: (27/1600): reward: -41.604177832603455, rates: 0.395822180702868, loss: 1.9651603281497956, rho: 0.4000000000000001
[TRAIN]: (28/1600): reward: -45.5712354183197, rates: 0.42876449307786274, loss: 2.0140570163726808, rho: 0.4000000000000001
[TRAIN]: (29/1600): reward: -63.82985043525696, rates: 0.170149581849692, loss: 2.0133004665374754, rho: 0.4000000000000001
[TRAIN]: (30/1600): reward: -39.13163864612579, rates: 3.8683614991314195, loss: 1.7051607847213746, rho: 0.4000000000000001
[TRAIN]: (31/1600): reward: -56.82186518609524, rates: 1.178134765147166, loss: 1.912559449672699, rho: 0.4000000000000001
[TRAIN]: (32/1600): reward: -64.51408839225769, rates: 0.48591168268565255, loss: 1.792321789264679, rho: 0.4000000000000001
[TRAIN]: (33/1600): reward: -35.10431411862373, rates: 2.895685827413877, loss: 1.7470345407724381, rho: 0.4000000000000001
[TRAIN]: (34/1600): reward: -45.91464012861252, rates: 3.0853598412165706, loss: 1.9503587186336517, rho: 0.4000000000000001
[TRAIN]: (35/1600): reward: -44.31239038705826, rates: 1.6876094371028207, loss: 1.8599202334880829, rho: 0.4000000000000001
[TRAIN]: (36/1600): reward: -60.16693651676178, rates: 1.8330635020999149, loss: 1.886340045928955, rho: 0.4000000000000001
[TRAIN]: (37/1600): reward: -62.88952565193176, rates: 0.11047424650543099, loss: 1.7732523500919342, rho: 0.4000000000000001
[TRAIN]: (38/1600): reward: -57.44472050666809, rates: 0.5552795464431077, loss: 1.8014147281646729, rho: 0.4000000000000001
[TRAIN]: (39/1600): reward: -27.28256306052208, rates: 2.7174368457993143, loss: 1.6988799571990967, rho: 0.4000000000000001
[TRAIN]: (40/1600): reward: -50.0, rates: 0.0, loss: 1.6820105940103531, rho: 0.4000000000000001
[TRAIN]: (41/1600): reward: -50.62469291687012, rates: 2.375307031871758, loss: 1.832728734612465, rho: 0.4000000000000001
[TRAIN]: (42/1600): reward: -44.640917643904686, rates: 3.3590824029677693, loss: 1.7968993842601777, rho: 0.4000000000000001
[TRAIN]: (43/1600): reward: -50.358455181121826, rates: 0.6415448285422611, loss: 1.7696568667888641, rho: 0.4000000000000001
[TRAIN]: (44/1600): reward: -59.373950481414795, rates: 0.6260494054507528, loss: 1.9167439699172975, rho: 0.4000000000000001
[TRAIN]: (45/1600): reward: -57.643046855926514, rates: 0.356953251446985, loss: 1.9222740173339843, rho: 0.4000000000000001
[TRAIN]: (46/1600): reward: -68.86188277602196, rates: 1.138117221400965, loss: 1.9536887466907502, rho: 0.4000000000000001
[TRAIN]: (47/1600): reward: -60.41425557434559, rates: 1.5857444404864545, loss: 2.193637102842331, rho: 0.4000000000000001
[TRAIN]: (48/1600): reward: -37.83754543401301, rates: 3.1624546038476993, loss: 1.8978557527065276, rho: 0.4000000000000001
[TRAIN]: (49/1600): reward: -66.51705861091614, rates: 0.48294142761384284, loss: 1.99534952044487, rho: 0.4000000000000001
[TRAIN]: (50/1600): reward: -70.45388406515121, rates: 1.5461159478426074, loss: 2.0435246586799622, rho: 0.4000000000000001
[TRAIN]: (51/1600): reward: -43.75202402472496, rates: 3.2479758399734666, loss: 2.094501382112503, rho: 0.4000000000000001
[TRAIN]: (52/1600): reward: -65.56555414199829, rates: 1.4344459044850546, loss: 1.876144105195999, rho: 0.4000000000000001
[TRAIN]: (53/1600): reward: -49.04408347606659, rates: 0.9559165421012242, loss: 2.058912402391434, rho: 0.4000000000000001
[TRAIN]: (54/1600): reward: -45.22951352596283, rates: 1.7704864328530368, loss: 1.9414219617843629, rho: 0.4000000000000001
[TRAIN]: (55/1600): reward: -33.2499341070652, rates: 2.750066010295467, loss: 2.002662479877472, rho: 0.4000000000000001
[TRAIN]: (56/1600): reward: -53.432195484638214, rates: 0.567804595520985, loss: 2.2093167662620545, rho: 0.4000000000000001
[TRAIN]: (57/1600): reward: -44.748788475990295, rates: 1.2512115563458057, loss: 2.0086105346679686, rho: 0.4000000000000001
[TRAIN]: (58/1600): reward: -48.90421652793884, rates: 1.0957833697598476, loss: 2.267537397146225, rho: 0.4000000000000001
[TRAIN]: (59/1600): reward: -38.464558497071266, rates: 2.5354414583655664, loss: 1.8975794166326523, rho: 0.4000000000000001
[TRAIN]: (60/1600): reward: -58.91253221035004, rates: 1.0874678452570599, loss: 1.8547711372375488, rho: 0.4000000000000001
[TRAIN]: (61/1600): reward: -56.91959357261658, rates: 0.08040646461922651, loss: 1.8234394073486329, rho: 0.4000000000000001
[TRAIN]: (62/1600): reward: -57.436239808797836, rates: 2.563760110694651, loss: 2.0678633570671083, rho: 0.4000000000000001
[TRAIN]: (63/1600): reward: -57.65410089492798, rates: 0.345899113640908, loss: 2.0387761533260345, rho: 0.4000000000000001
[TRAIN]: (64/1600): reward: -55.0, rates: 0, loss: 2.090093207359314, rho: 0.4000000000000001
[TRAIN]: (65/1600): reward: -61.030654072761536, rates: 0.9693459361809369, loss: 2.0964969396591187, rho: 0.4000000000000001
[TRAIN]: (66/1600): reward: -53.0, rates: 0, loss: 1.783743643760681, rho: 0.4000000000000001
[TRAIN]: (67/1600): reward: -48.88585864752531, rates: 4.114141433518824, loss: 2.026304602622986, rho: 0.4000000000000001
[TRAIN]: (68/1600): reward: -61.76865071058273, rates: 1.2313492325311735, loss: 1.9693619310855865, rho: 0.4000000000000001
[TRAIN]: (69/1600): reward: -43.91699576377869, rates: 2.0830042366698036, loss: 1.9374611318111419, rho: 0.4000000000000001
[TRAIN]: (70/1600): reward: -49.41492533683777, rates: 1.5850746866351828, loss: 1.7598842978477478, rho: 0.4000000000000001
[TRAIN]: (71/1600): reward: -55.33881360292435, rates: 0.6611864043033648, loss: 1.8760330021381377, rho: 0.4000000000000001
[TRAIN]: (72/1600): reward: -43.072809994220734, rates: 1.927190141307174, loss: 1.8237476408481599, rho: 0.4000000000000001
[TRAIN]: (73/1600): reward: -33.38507658243179, rates: 2.6149233190989944, loss: 1.857770699262619, rho: 0.4000000000000001
[TRAIN]: (74/1600): reward: -44.68597161769867, rates: 0.31402831327340497, loss: 1.817925715446472, rho: 0.4000000000000001
[TRAIN]: (75/1600): reward: -70.0, rates: 0, loss: 1.759431117773056, rho: 0.4000000000000001
[TRAIN]: (76/1600): reward: -52.3277587890625, rates: 0.6722413683737662, loss: 1.8827670514583588, rho: 0.4000000000000001
[TRAIN]: (77/1600): reward: -62.2300621420145, rates: 1.7699377159274008, loss: 1.796310818195343, rho: 0.4000000000000001
[TRAIN]: (78/1600): reward: -41.71528363227844, rates: 2.2847164475383366, loss: 1.8959125459194184, rho: 0.4000000000000001
[TRAIN]: (79/1600): reward: -54.75963044166565, rates: 1.2403695911229478, loss: 1.7811059296131133, rho: 0.4000000000000001
[TRAIN]: (80/1600): reward: -63.79513901472092, rates: 0.20486100067146865, loss: 1.8285867631435395, rho: 0.4000000000000001
[TRAIN]: (81/1600): reward: -48.0268956720829, rates: 1.9731043655390046, loss: 2.0636328637599943, rho: 0.4000000000000001
[TRAIN]: (82/1600): reward: -58.42643713951111, rates: 0.5735628178906105, loss: 1.9679710745811463, rho: 0.4000000000000001
[TRAIN]: (83/1600): reward: -50.49966049194336, rates: 0.5003394109050409, loss: 2.00605750977993, rho: 0.4000000000000001
[TRAIN]: (84/1600): reward: -46.27355682849884, rates: 0.7264431500811354, loss: 1.9929577350616454, rho: 0.4000000000000001
[TRAIN]: (85/1600): reward: -53.65989464521408, rates: 0.34010536200622415, loss: 1.949765580892563, rho: 0.4000000000000001
[TRAIN]: (86/1600): reward: -59.36026781797409, rates: 1.6397321152425999, loss: 2.156965559720993, rho: 0.4000000000000001
[TRAIN]: (87/1600): reward: -50.23435378074646, rates: 0.765646162847329, loss: 1.9758817851543427, rho: 0.4000000000000001
[TRAIN]: (88/1600): reward: -61.71076059341431, rates: 1.2892393415341652, loss: 2.030470830202103, rho: 0.4000000000000001
[TRAIN]: (89/1600): reward: -52.319538950920105, rates: 1.6804609327725637, loss: 1.9792368590831757, rho: 0.4000000000000001
[TRAIN]: (90/1600): reward: -64.0, rates: 0.0, loss: 2.122899854183197, rho: 0.4000000000000001
[TRAIN]: (91/1600): reward: -53.85706877708435, rates: 0.14293120369239776, loss: 1.863557606935501, rho: 0.4000000000000001
[TRAIN]: (92/1600): reward: -58.59149408340454, rates: 0.40850589618455924, loss: 1.927937662601471, rho: 0.4000000000000001
[TRAIN]: (93/1600): reward: -51.84583568572998, rates: 1.1541643545071358, loss: 1.9462014019489289, rho: 0.4000000000000001
[TRAIN]: (94/1600): reward: -68.57530176639557, rates: 0.42469822037195637, loss: 1.799939501285553, rho: 0.4000000000000001
[TRAIN]: (95/1600): reward: -33.83186948299408, rates: 2.168130553646326, loss: 1.8990456104278564, rho: 0.4000000000000001
[TRAIN]: (96/1600): reward: -45.98499262332916, rates: 2.015007441430459, loss: 1.9461621254682542, rho: 0.4000000000000001
[TRAIN]: (97/1600): reward: -68.53132957220078, rates: 0.46867031968484263, loss: 1.9305338442325592, rho: 0.4000000000000001
[TRAIN]: (98/1600): reward: -61.58989870548248, rates: 1.4101012970888602, loss: 1.8652525007724763, rho: 0.4000000000000001
[TRAIN]: (99/1600): reward: -64.42450904846191, rates: 1.5754909881462602, loss: 1.8199057757854462, rho: 0.4000000000000001
[TRAIN]: (100/1600): reward: -41.097006261348724, rates: 2.90299370686626, loss: 1.981971138715744, rho: 0.4000000000000001
[TRAIN]: (101/1600): reward: -44.00572547316551, rates: 1.9942746490958245, loss: 1.8984581649303436, rho: 0.4000000000000001
[TRAIN]: (102/1600): reward: -45.65502083301544, rates: 1.3449790709822373, loss: 1.8668865799903869, rho: 0.4000000000000001
[TRAIN]: (103/1600): reward: -24.13496771454811, rates: 2.8650323046108426, loss: 2.1665033400058746, rho: 0.4000000000000001
[TRAIN]: (104/1600): reward: -53.72288054227829, rates: 1.277119530370417, loss: 1.9924729585647583, rho: 0.4000000000000001
[TRAIN]: (105/1600): reward: -58.437082171440125, rates: 1.5629178937194697, loss: 1.9826807737350465, rho: 0.4000000000000001
[TRAIN]: (106/1600): reward: -38.048670798540115, rates: 3.951329224191583, loss: 1.77552210688591, rho: 0.4000000000000001
[TRAIN]: (107/1600): reward: -69.50058627128601, rates: 1.4994137388945337, loss: 2.0112791121006013, rho: 0.4000000000000001
[TRAIN]: (108/1600): reward: -53.112542152404785, rates: 0.887457840414846, loss: 1.9918783187866211, rho: 0.4000000000000001
[TRAIN]: (109/1600): reward: -48.739910304546356, rates: 2.260089648635254, loss: 2.1768106877803803, rho: 0.4000000000000001
[TRAIN]: (110/1600): reward: -38.862381249666214, rates: 1.1376186771690917, loss: 2.0141004741191866, rho: 0.4000000000000001
[TRAIN]: (111/1600): reward: -50.55986887216568, rates: 1.4401311983937455, loss: 1.9495095670223237, rho: 0.4000000000000001
[TRAIN]: (112/1600): reward: -52.21446317434311, rates: 1.7855368703142886, loss: 2.0096837997436525, rho: 0.4000000000000001
[TRAIN]: (113/1600): reward: -43.273591902107, rates: 3.7264081080897205, loss: 1.968773865699768, rho: 0.4000000000000001
[TRAIN]: (114/1600): reward: -53.34287357330322, rates: 1.6571263903938322, loss: 1.9286541581153869, rho: 0.4000000000000001
[TRAIN]: (115/1600): reward: -49.78118026256561, rates: 1.218819872028233, loss: 2.1060869336128234, rho: 0.4000000000000001
[TRAIN]: (116/1600): reward: -61.7680629491806, rates: 0.23193709341933394, loss: 2.080553138256073, rho: 0.4000000000000001
[TRAIN]: (117/1600): reward: -49.371015787124634, rates: 1.6289842903520175, loss: 2.0450225830078126, rho: 0.4000000000000001
[TRAIN]: (118/1600): reward: -24.92074511994724, rates: 2.0792548868058423, loss: 2.0166454911231995, rho: 0.4000000000000001
[TRAIN]: (119/1600): reward: -66.0, rates: 0, loss: 1.9422736704349517, rho: 0.4000000000000001
[TRAIN]: (120/1600): reward: -50.58780714869499, rates: 0.41219286619762396, loss: 2.204649877548218, rho: 0.4000000000000001
[TRAIN]: (121/1600): reward: -48.33618664741516, rates: 0.663813383437368, loss: 2.0906192898750304, rho: 0.4000000000000001
[TRAIN]: (122/1600): reward: -53.45410689711571, rates: 1.5458929890148179, loss: 2.0334271788597107, rho: 0.4000000000000001
[TRAIN]: (123/1600): reward: -62.78251791000366, rates: 0.21748216160512898, loss: 2.1337359845638275, rho: 0.4000000000000001
[TRAIN]: (124/1600): reward: -52.0, rates: 0, loss: 1.8050818681716918, rho: 0.4000000000000001
[TRAIN]: (125/1600): reward: -66.59801030158997, rates: 1.4019897020753014, loss: 2.0080869138240813, rho: 0.4000000000000001
[TRAIN]: (126/1600): reward: -50.45596864819527, rates: 2.5440313241238495, loss: 2.0305938899517058, rho: 0.4000000000000001
[TRAIN]: (127/1600): reward: -44.15775430202484, rates: 2.8422456250244843, loss: 1.9754668653011322, rho: 0.4000000000000001
[TRAIN]: (128/1600): reward: -45.68339133262634, rates: 0.3166086829967153, loss: 2.051559203863144, rho: 0.4000000000000001
[TRAIN]: (129/1600): reward: -44.00074674189091, rates: 1.9992532934572163, loss: 2.044694000482559, rho: 0.4000000000000001
[TRAIN]: (130/1600): reward: -38.95123314857483, rates: 0.048766792728874846, loss: 1.9661821186542512, rho: 0.4000000000000001
[TRAIN]: (131/1600): reward: -68.81476378440857, rates: 1.1852361203868187, loss: 1.924709713459015, rho: 0.4000000000000001
[TRAIN]: (132/1600): reward: -54.64851540327072, rates: 2.3514845902504553, loss: 1.9214755833148955, rho: 0.4000000000000001
[TRAIN]: (133/1600): reward: -46.707544803619385, rates: 1.29245527514373, loss: 2.045838463306427, rho: 0.4000000000000001
[TRAIN]: (134/1600): reward: -42.836080491542816, rates: 1.1639195034892615, loss: 1.862436044216156, rho: 0.4000000000000001
[TRAIN]: (135/1600): reward: -41.0, rates: 0.0, loss: 1.860691648721695, rho: 0.4000000000000001
[TRAIN]: (136/1600): reward: -61.40165567398071, rates: 1.5983443676112141, loss: 1.9242389142513274, rho: 0.4000000000000001
[TRAIN]: (137/1600): reward: -51.34948945045471, rates: 0.6505106081514848, loss: 1.9851919010281562, rho: 0.4000000000000001
[TRAIN]: (138/1600): reward: -41.37724697589874, rates: 2.6227530583355936, loss: 1.9922104805707932, rho: 0.4000000000000001
[TRAIN]: (139/1600): reward: -45.95269858837128, rates: 4.047301488471302, loss: 2.0352526545524596, rho: 0.4000000000000001
[TRAIN]: (140/1600): reward: -65.07394218444824, rates: 0.9260578203033821, loss: 1.9480239689350127, rho: 0.4000000000000001
[TRAIN]: (141/1600): reward: -55.095911741256714, rates: 1.9040882239619081, loss: 2.021593767404556, rho: 0.4000000000000001
[TRAIN]: (142/1600): reward: -73.0, rates: 0, loss: 2.0751740992069245, rho: 0.4000000000000001
[TRAIN]: (143/1600): reward: -41.953953981399536, rates: 1.0460461148565945, loss: 1.9407270789146422, rho: 0.4000000000000001
[TRAIN]: (144/1600): reward: -66.0, rates: 0, loss: 1.9830623328685761, rho: 0.4000000000000001
[TRAIN]: (145/1600): reward: -39.66782820224762, rates: 3.3321717904977577, loss: 2.0780747830867767, rho: 0.4000000000000001
[TRAIN]: (146/1600): reward: -56.41694736480713, rates: 0.5830527429373634, loss: 1.9337910115718842, rho: 0.4000000000000001
[TRAIN]: (147/1600): reward: -50.45594394207001, rates: 0.5440560786364793, loss: 2.033117836713791, rho: 0.4000000000000001
[TRAIN]: (148/1600): reward: -46.740275502204895, rates: 2.259724537714904, loss: 2.0919654786586763, rho: 0.4000000000000001
[TRAIN]: (149/1600): reward: -60.0, rates: 0, loss: 2.1093622148036957, rho: 0.4000000000000001
[TRAIN]: (150/1600): reward: -58.56802719831467, rates: 0.4319728035585519, loss: 2.169404000043869, rho: 0.4000000000000001
[TRAIN]: (151/1600): reward: -51.97710019350052, rates: 2.0228997589600084, loss: 2.0586406886577606, rho: 0.4000000000000001
[TRAIN]: (152/1600): reward: -41.591365694999695, rates: 0.408634274469273, loss: 1.9163824677467347, rho: 0.4000000000000001
[TRAIN]: (153/1600): reward: -39.00248438119888, rates: 2.9975155456774307, loss: 1.9928217709064484, rho: 0.4000000000000001
[TRAIN]: (154/1600): reward: -63.87430930137634, rates: 0.12569079717251533, loss: 1.9548559963703156, rho: 0.4000000000000001
[TRAIN]: (155/1600): reward: -54.69411963224411, rates: 2.3058803874696445, loss: 2.0617924094200135, rho: 0.4000000000000001
[TRAIN]: (156/1600): reward: -48.027646124362946, rates: 0.972354033510445, loss: 1.904841321706772, rho: 0.4000000000000001
[TRAIN]: (157/1600): reward: -40.95434179902077, rates: 2.04565841880294, loss: 1.8529859006404876, rho: 0.4000000000000001
[TRAIN]: (158/1600): reward: -40.20658266544342, rates: 0.7934173655590762, loss: 1.8370896697044372, rho: 0.4000000000000001
[TRAIN]: (159/1600): reward: -48.966278433799744, rates: 1.0337215328267264, loss: 1.9427605807781219, rho: 0.4000000000000001
[TRAIN]: (160/1600): reward: -58.0, rates: 0.0, loss: 2.162144660949707, rho: 0.4000000000000001
[TRAIN]: (161/1600): reward: -52.238207936286926, rates: 0.7617919363621221, loss: 1.939446246623993, rho: 0.4000000000000001
[TRAIN]: (162/1600): reward: -67.212775349617, rates: 0.7872245596473794, loss: 1.9510001420974732, rho: 0.4000000000000001
[TRAIN]: (163/1600): reward: -53.163471698760986, rates: 1.8365282500402378, loss: 1.9181659519672394, rho: 0.4000000000000001
[TRAIN]: (164/1600): reward: -55.86133164167404, rates: 1.1386682649177822, loss: 1.902364307641983, rho: 0.4000000000000001
[TRAIN]: (165/1600): reward: -42.86885142792016, rates: 1.1311486097818624, loss: 1.9507005631923675, rho: 0.4000000000000001
[TRAIN]: (166/1600): reward: -48.58308011293411, rates: 1.4169198932110516, loss: 2.158746987581253, rho: 0.4000000000000001
[TRAIN]: (167/1600): reward: -61.81784188747406, rates: 2.1821581454778327, loss: 1.9639987885951995, rho: 0.4000000000000001
[TRAIN]: (168/1600): reward: -70.36922648176551, rates: 1.6307735867102977, loss: 2.003439038991928, rho: 0.4000000000000001
[TRAIN]: (169/1600): reward: -45.638853430747986, rates: 1.361146651327779, loss: 1.7992528915405273, rho: 0.4000000000000001
[TRAIN]: (170/1600): reward: -45.5798242688179, rates: 2.420175807625606, loss: 2.0324575185775755, rho: 0.4000000000000001
[TRAIN]: (171/1600): reward: -43.683309495449066, rates: 2.3166905295393434, loss: 2.078524965047836, rho: 0.4000000000000001
[TRAIN]: (172/1600): reward: -45.77297119796276, rates: 1.2270287970102265, loss: 1.8966840207576752, rho: 0.4000000000000001
[TRAIN]: (173/1600): reward: -73.0, rates: 0, loss: 1.899886691570282, rho: 0.4000000000000001
[TRAIN]: (174/1600): reward: -58.637348890304565, rates: 1.3626511595360224, loss: 1.7895103216171264, rho: 0.4000000000000001
[TRAIN]: (175/1600): reward: -47.90159094333649, rates: 1.0984090786414842, loss: 2.05041466653347, rho: 0.4000000000000001
[TRAIN]: (176/1600): reward: -61.16259604692459, rates: 0.8374039520731379, loss: 1.9363937318325042, rho: 0.4000000000000001
[TRAIN]: (177/1600): reward: -47.241013050079346, rates: 2.7589869412892303, loss: 1.8600728690624238, rho: 0.4000000000000001
[TRAIN]: (178/1600): reward: -35.908628940582275, rates: 3.0913709850364457, loss: 1.9961298435926438, rho: 0.4000000000000001
[TRAIN]: (179/1600): reward: -43.274093225598335, rates: 2.725906545687883, loss: 1.837771761417389, rho: 0.4000000000000001
[TRAIN]: (180/1600): reward: -44.317607551813126, rates: 1.682392625610841, loss: 1.8575488477945328, rho: 0.4000000000000001
[TRAIN]: (181/1600): reward: -55.365078926086426, rates: 0.6349209950338564, loss: 1.8903166234493256, rho: 0.4000000000000001
[TRAIN]: (182/1600): reward: -36.07737439870834, rates: 0.9226255729103269, loss: 2.0485987842082976, rho: 0.4000000000000001
[TRAIN]: (183/1600): reward: -74.0, rates: 0, loss: 1.9078634977340698, rho: 0.4000000000000001
[TRAIN]: (184/1600): reward: -38.01486372947693, rates: 0.9851363380472775, loss: 2.0194453060626985, rho: 0.4000000000000001
