[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 66, [(0.0, 0.09375, 0.4), (0.0, 0.6875, 0.4), (1.0, 0.09375, 0.4), (1.0, 0.59375, 0.4), (0.0, 0.46875, 0.4), (0.0, 0.5625, 0.4), (0.0, 0.28125, 0.4), (1.0, 0.6875, 0.4), (0.0, 0.375, 0.4), (0.0, 0.1875, 0.4), (1.0, 0.0625, 0.4), (1.0, 0.5, 0.4), (0.0, 0.4375, 0.4), (1.0, 0.0, 0.4), (0.0, 0.25, 0.4), (1.0, 0.96875, 0.4), (0.0, 0.8125, 0.4), (1.0, 0.25, 0.4), (0.0, 0.125, 0.4), (0.0, 0.65625, 0.4), (1.0, 0.8125, 0.4), (1.0, 0.34375, 0.4), (0.0, 0.0, 0.4), (1.0, 0.1875, 0.4), (1.0, 1.0, 0.4), (0.0, 0.96875, 0.4), (1.0, 0.78125, 0.4), (0.0, 0.15625, 0.4), (1.0, 0.71875, 0.4), (0.0, 0.9375, 0.4), (1.0, 0.375, 0.4), (1.0, 0.40625, 0.4), (0.0, 0.75, 0.4), (0.0, 0.625, 0.4), (0.0, 0.90625, 0.4), (1.0, 0.75, 0.4), (0.0, 0.03125, 0.4), (1.0, 0.53125, 0.4), (0.0, 0.53125, 0.4), (1.0, 0.46875, 0.4), (0.0, 0.875, 0.4), (1.0, 0.03125, 0.4), (1.0, 0.90625, 0.4), (0.0, 1.0, 0.4), (0.0, 0.78125, 0.4), (1.0, 0.21875, 0.4), (0.0, 0.84375, 0.4), (1.0, 0.84375, 0.4), (1.0, 0.3125, 0.4), (1.0, 0.125, 0.4), (0.0, 0.0625, 0.4), (1.0, 0.875, 0.4), (0.0, 0.40625, 0.4), (1.0, 0.15625, 0.4), (0.0, 0.5, 0.4), (0.0, 0.59375, 0.4), (1.0, 0.65625, 0.4), (1.0, 0.28125, 0.4), (1.0, 0.5625, 0.4), (1.0, 0.4375, 0.4), (1.0, 0.9375, 0.4), (1.0, 0.625, 0.4), (0.0, 0.71875, 0.4), (0.0, 0.3125, 0.4), (0.0, 0.34375, 0.4), (0.0, 0.21875, 0.4)]
[ENV]: Finished init Environment
[TRAIN]: actions: 66, observations: 75
[TRAIN]: CUDA: True
[TRAIN]: (1/1600): reward: -57.0, rates: 0, loss: 0, rho: 0.4000000000000001
[TRAIN]: (385/1600): reward: -68.52143144607544, rates: 1.4785684681633426, loss: 1.8406248033046722, rho: 0.4000000000000001
[TRAIN]: (386/1600): reward: -28.54731512069702, rates: 1.4526849303891318, loss: 1.814473569393158, rho: 0.4000000000000001
[TRAIN]: (387/1600): reward: -55.73521399497986, rates: 0.26478601830328397, loss: 1.9444122076034547, rho: 0.4000000000000001
[TRAIN]: (388/1600): reward: -48.22934889793396, rates: 0.7706512023508323, loss: 1.8976881325244903, rho: 0.4000000000000001
[TRAIN]: (389/1600): reward: -67.80351614952087, rates: 0.19648386282468405, loss: 1.8466337263584136, rho: 0.4000000000000001
[TRAIN]: (390/1600): reward: -43.39903420954943, rates: 2.6009657406859445, loss: 1.8294316172599792, rho: 0.4000000000000001
[TRAIN]: (391/1600): reward: -57.17139446735382, rates: 1.828605534898454, loss: 1.8526142954826355, rho: 0.4000000000000001
[TRAIN]: (392/1600): reward: -54.22073197364807, rates: 0.7792679238542954, loss: 1.8970366716384888, rho: 0.4000000000000001
[TRAIN]: (393/1600): reward: -52.0, rates: 0, loss: 1.7845117390155791, rho: 0.4000000000000001
[TRAIN]: (394/1600): reward: -55.2667276263237, rates: 0.7332722513358666, loss: 1.6777119845151902, rho: 0.4000000000000001
[TRAIN]: (395/1600): reward: -44.21022981964052, rates: 2.7897702757633684, loss: 1.6442355871200562, rho: 0.4000000000000001
[TRAIN]: (396/1600): reward: -48.43075482547283, rates: 0.5692451554361216, loss: 1.8006324350833893, rho: 0.4000000000000001
[TRAIN]: (397/1600): reward: -54.58316123485565, rates: 1.4168387553655977, loss: 1.9756919205188752, rho: 0.4000000000000001
[TRAIN]: (398/1600): reward: -51.67864030599594, rates: 1.3213598035582594, loss: 1.870102596282959, rho: 0.4000000000000001
[TRAIN]: (399/1600): reward: -67.13310465216637, rates: 0.8668953510562387, loss: 1.932314532995224, rho: 0.4000000000000001
[TRAIN]: (400/1600): reward: -52.06536743044853, rates: 1.93463250453354, loss: 1.8893796920776367, rho: 0.4000000000000001
[TRAIN]: (401/1600): reward: -48.95709156990051, rates: 0.042908497662209014, loss: 1.728342193365097, rho: 0.4000000000000001
[TRAIN]: (402/1600): reward: -46.928633600473404, rates: 3.0713664475637503, loss: 1.9429398000240325, rho: 0.4000000000000001
[TRAIN]: (403/1600): reward: -45.39964056015015, rates: 2.600359482524979, loss: 1.9640520751476287, rho: 0.4000000000000001
[TRAIN]: (404/1600): reward: -76.81313395500183, rates: 0.18686590588517865, loss: 1.6999043464660644, rho: 0.4000000000000001
[TRAIN]: (405/1600): reward: -53.80531147122383, rates: 2.194688560000465, loss: 1.920555019378662, rho: 0.4000000000000001
[TRAIN]: (406/1600): reward: -54.68129897117615, rates: 1.3187007419514882, loss: 1.7041785091161727, rho: 0.4000000000000001
[TRAIN]: (407/1600): reward: -56.73820513486862, rates: 1.2617948887884667, loss: 1.801988708972931, rho: 0.4000000000000001
[TRAIN]: (408/1600): reward: -49.51158881187439, rates: 1.4884111386142886, loss: 1.8681011974811554, rho: 0.4000000000000001
[TRAIN]: (409/1600): reward: -64.26031267642975, rates: 0.7396872928768556, loss: 1.7585488379001617, rho: 0.4000000000000001
[TRAIN]: (410/1600): reward: -48.835274793207645, rates: 3.164725198218501, loss: 1.8468645751476287, rho: 0.4000000000000001
[TRAIN]: (411/1600): reward: -70.9889166355133, rates: 1.0110833989330938, loss: 1.893445074558258, rho: 0.4000000000000001
[TRAIN]: (412/1600): reward: -60.79097318649292, rates: 1.209026849619723, loss: 1.764519739151001, rho: 0.4000000000000001
[TRAIN]: (413/1600): reward: -45.41597145795822, rates: 0.584028479131208, loss: 1.679437056183815, rho: 0.4000000000000001
[TRAIN]: (414/1600): reward: -34.02711063623428, rates: 1.9728893504047051, loss: 1.7060432851314544, rho: 0.4000000000000001
[TRAIN]: (415/1600): reward: -35.94049920141697, rates: 2.059500762061097, loss: 1.9045934319496154, rho: 0.4000000000000001
[TRAIN]: (416/1600): reward: -46.48774842917919, rates: 1.5122515249584483, loss: 1.6856498897075654, rho: 0.4000000000000001
[TRAIN]: (417/1600): reward: -41.7688852250576, rates: 1.2311146962092807, loss: 1.7221873372793197, rho: 0.4000000000000001
[TRAIN]: (418/1600): reward: -37.823377668857574, rates: 3.1766223024712366, loss: 1.8054936110973359, rho: 0.4000000000000001
[TRAIN]: (419/1600): reward: -53.180316001176834, rates: 1.8196840677279145, loss: 1.7361282110214233, rho: 0.4000000000000001
[TRAIN]: (420/1600): reward: -51.33009082078934, rates: 1.6699091563946993, loss: 1.7280766516923904, rho: 0.4000000000000001
[TRAIN]: (421/1600): reward: -71.54542112350464, rates: 0.4545789762773544, loss: 1.549302625656128, rho: 0.4000000000000001
[TRAIN]: (422/1600): reward: -60.0, rates: 0, loss: 1.7495578050613403, rho: 0.4000000000000001
[TRAIN]: (423/1600): reward: -71.98903179168701, rates: 1.0109682372680466, loss: 1.7855006992816924, rho: 0.4000000000000001
[TRAIN]: (424/1600): reward: -53.9407913684845, rates: 1.0592086876403368, loss: 1.8132262885570527, rho: 0.4000000000000001
[TRAIN]: (425/1600): reward: -50.15348073840141, rates: 0.8465193868471934, loss: 1.7149106085300445, rho: 0.4000000000000001
[TRAIN]: (426/1600): reward: -55.0, rates: 0, loss: 1.8592143952846527, rho: 0.4000000000000001
[TRAIN]: (427/1600): reward: -42.27862249314785, rates: 3.7213774518067617, loss: 1.744044941663742, rho: 0.4000000000000001
[TRAIN]: (428/1600): reward: -38.8628910779953, rates: 2.1371089402680723, loss: 1.6709083318710327, rho: 0.4000000000000001
[TRAIN]: (429/1600): reward: -61.59917712211609, rates: 0.400822853616357, loss: 1.615236684679985, rho: 0.4000000000000001
[TRAIN]: (430/1600): reward: -47.13894319534302, rates: 1.8610568081786063, loss: 1.6372676193714142, rho: 0.4000000000000001
[TRAIN]: (431/1600): reward: -62.18260359764099, rates: 0.8173964771301658, loss: 1.646624755859375, rho: 0.4000000000000001
[TRAIN]: (432/1600): reward: -69.73752045631409, rates: 0.2624795664550806, loss: 1.7036574482917786, rho: 0.4000000000000001
[TRAIN]: (433/1600): reward: -67.79720449447632, rates: 0.20279539037592215, loss: 1.6903649687767028, rho: 0.4000000000000001
[TRAIN]: (434/1600): reward: -56.91584551334381, rates: 2.084154486442504, loss: 1.7722064197063445, rho: 0.4000000000000001
[TRAIN]: (435/1600): reward: -65.59887099266052, rates: 0.40112909247337664, loss: 1.727632188796997, rho: 0.4000000000000001
[TRAIN]: (436/1600): reward: -47.90097999572754, rates: 1.099019976760158, loss: 1.5861645221710206, rho: 0.4000000000000001
[TRAIN]: (437/1600): reward: -68.86473441123962, rates: 0.13526568789580717, loss: 1.7917006254196166, rho: 0.4000000000000001
[TRAIN]: (438/1600): reward: -57.048481702804565, rates: 1.9515183195410537, loss: 1.748821198940277, rho: 0.4000000000000001
[TRAIN]: (439/1600): reward: -56.55859546177089, rates: 2.44140462266655, loss: 1.6287143349647522, rho: 0.4000000000000001
[TRAIN]: (440/1600): reward: -54.60763853788376, rates: 1.3923614887055433, loss: 1.79460409283638, rho: 0.4000000000000001
[TRAIN]: (441/1600): reward: -37.89425975084305, rates: 4.10574029583803, loss: 1.9259086310863496, rho: 0.4000000000000001
[TRAIN]: (442/1600): reward: -59.586035668849945, rates: 2.4139644487142005, loss: 1.8261747658252716, rho: 0.4000000000000001
[TRAIN]: (443/1600): reward: -50.98386496305466, rates: 1.0161352314763563, loss: 1.7406997382640839, rho: 0.4000000000000001
[TRAIN]: (444/1600): reward: -53.424606680870056, rates: 0.5753933293387934, loss: 1.65537548661232, rho: 0.4000000000000001
[TRAIN]: (445/1600): reward: -41.972096651792526, rates: 2.02790328138229, loss: 1.7076844692230224, rho: 0.4000000000000001
[TRAIN]: (446/1600): reward: -55.54370027780533, rates: 1.4562997338787664, loss: 1.7724632740020752, rho: 0.4000000000000001
[TRAIN]: (447/1600): reward: -54.93385475873947, rates: 2.0661452220294634, loss: 1.5928227007389069, rho: 0.4000000000000001
[TRAIN]: (448/1600): reward: -51.01247053593397, rates: 2.987529417122228, loss: 1.6465272665023805, rho: 0.4000000000000001
[TRAIN]: (449/1600): reward: -39.82977211475372, rates: 2.170227792426114, loss: 1.5522154510021209, rho: 0.4000000000000001
[TRAIN]: (450/1600): reward: -67.45442289113998, rates: 0.5455771315642147, loss: 1.7083258867263793, rho: 0.4000000000000001
[TRAIN]: (451/1600): reward: -52.420809626579285, rates: 1.5791902081774876, loss: 1.73817697763443, rho: 0.4000000000000001
[TRAIN]: (452/1600): reward: -53.294185400009155, rates: 0.7058147399356257, loss: 1.6596773982048034, rho: 0.4000000000000001
[TRAIN]: (453/1600): reward: -65.8402424454689, rates: 1.1597576030076828, loss: 1.8074497640132905, rho: 0.4000000000000001
[TRAIN]: (454/1600): reward: -53.503975212574005, rates: 1.496024678872502, loss: 1.7134533047676086, rho: 0.4000000000000001
[TRAIN]: (455/1600): reward: -72.51721954345703, rates: 0.48278049247645843, loss: 1.6246085852384566, rho: 0.4000000000000001
[TRAIN]: (456/1600): reward: -28.28410506248474, rates: 4.7158950114377856, loss: 1.8357290625572205, rho: 0.4000000000000001
[TRAIN]: (457/1600): reward: -65.94365358352661, rates: 0.056346299949089185, loss: 1.5494665622711181, rho: 0.4000000000000001
[TRAIN]: (458/1600): reward: -57.01000475883484, rates: 0.9899952175507221, loss: 1.6735729455947876, rho: 0.4000000000000001
[TRAIN]: (459/1600): reward: -61.95843863487244, rates: 0.041561320678889076, loss: 1.5435553580522536, rho: 0.4000000000000001
[TRAIN]: (460/1600): reward: -51.22385814785957, rates: 1.7761418376358353, loss: 1.6852632343769074, rho: 0.4000000000000001
[TRAIN]: (461/1600): reward: -59.786572217941284, rates: 0.21342788490541786, loss: 1.7881359994411468, rho: 0.4000000000000001
[TRAIN]: (462/1600): reward: -57.20293617248535, rates: 0.7970638992360134, loss: 1.5974987149238586, rho: 0.4000000000000001
[TRAIN]: (463/1600): reward: -47.10547453537583, rates: 2.8945254062586567, loss: 1.7579414129257203, rho: 0.4000000000000001
[TRAIN]: (464/1600): reward: -63.0, rates: 0, loss: 1.8184181451797485, rho: 0.4000000000000001
[TRAIN]: (465/1600): reward: -58.24530827999115, rates: 2.754691807189546, loss: 1.7445084989070891, rho: 0.4000000000000001
[TRAIN]: (466/1600): reward: -33.11188006401062, rates: 3.888119932477598, loss: 1.7385103762149812, rho: 0.4000000000000001
[TRAIN]: (467/1600): reward: -51.927743554115295, rates: 2.0722564741026663, loss: 1.715239128470421, rho: 0.4000000000000001
[TRAIN]: (468/1600): reward: -58.335374504327774, rates: 1.6646254189905842, loss: 1.6611724555492402, rho: 0.4000000000000001
[TRAIN]: (469/1600): reward: -50.0, rates: 0, loss: 1.710491454601288, rho: 0.4000000000000001
[TRAIN]: (470/1600): reward: -48.15987932682037, rates: 0.8401206610666153, loss: 1.643500989675522, rho: 0.4000000000000001
[TRAIN]: (471/1600): reward: -64.3699397444725, rates: 0.6300602498530423, loss: 1.6944623947143556, rho: 0.4000000000000001
[TRAIN]: (472/1600): reward: -55.224396688863635, rates: 2.775603352049649, loss: 1.6698280036449433, rho: 0.4000000000000001
[TRAIN]: (473/1600): reward: -47.927974700927734, rates: 1.0720254117415775, loss: 1.7345514953136445, rho: 0.4000000000000001
[TRAIN]: (474/1600): reward: -45.338287472724915, rates: 1.6617123402327996, loss: 1.6516391515731812, rho: 0.4000000000000001
[TRAIN]: (475/1600): reward: -47.917617082595825, rates: 0.08238297467033205, loss: 1.7198957443237304, rho: 0.4000000000000001
[TRAIN]: (476/1600): reward: -53.606212705373764, rates: 0.3937872990320486, loss: 1.6784372627735138, rho: 0.4000000000000001
[TRAIN]: (477/1600): reward: -44.9005763232708, rates: 1.0994237447644415, loss: 1.6055620789527894, rho: 0.4000000000000001
[TRAIN]: (478/1600): reward: -40.77307344973087, rates: 2.2269265976355115, loss: 1.538892349600792, rho: 0.4000000000000001
[TRAIN]: (479/1600): reward: -62.873948097229004, rates: 0.12605184513173706, loss: 1.7502382934093474, rho: 0.4000000000000001
[TRAIN]: (480/1600): reward: -54.65836155414581, rates: 3.3416384272697535, loss: 1.5947979271411896, rho: 0.4000000000000001
[TRAIN]: (481/1600): reward: -55.515596866607666, rates: 1.4844031858086113, loss: 1.564236146211624, rho: 0.4000000000000001
[TRAIN]: (482/1600): reward: -58.432852901518345, rates: 1.5671471200122693, loss: 1.6361751854419708, rho: 0.4000000000000001
[TRAIN]: (483/1600): reward: -37.148274444043636, rates: 3.8517255985995877, loss: 1.681227844953537, rho: 0.4000000000000001
[TRAIN]: (484/1600): reward: -66.72859609127045, rates: 1.2714037560843447, loss: 1.6393464505672455, rho: 0.4000000000000001
[TRAIN]: (485/1600): reward: -39.470569252967834, rates: 1.52943072085804, loss: 1.6144863069057465, rho: 0.4000000000000001
[TRAIN]: (486/1600): reward: -50.88590371608734, rates: 1.114096250848048, loss: 1.6665839970111846, rho: 0.4000000000000001
[TRAIN]: (487/1600): reward: -54.35507774353027, rates: 0.6449222830483313, loss: 1.6562949419021606, rho: 0.4000000000000001
[TRAIN]: (488/1600): reward: -60.936498552560806, rates: 1.063501512356238, loss: 1.7863291025161743, rho: 0.4000000000000001
[TRAIN]: (489/1600): reward: -48.275832414627075, rates: 2.7241675411216506, loss: 1.6144635826349258, rho: 0.4000000000000001
[TRAIN]: (490/1600): reward: -64.0, rates: 0.0, loss: 1.6605963051319121, rho: 0.4000000000000001
[TRAIN]: (491/1600): reward: -53.035771906375885, rates: 1.96422814476067, loss: 1.6880253791809081, rho: 0.4000000000000001
[TRAIN]: (492/1600): reward: -60.33323276042938, rates: 1.6667673726324224, loss: 1.834455144405365, rho: 0.4000000000000001
[TRAIN]: (493/1600): reward: -60.54660415649414, rates: 1.4533958498584154, loss: 1.6457927405834198, rho: 0.4000000000000001
[TRAIN]: (494/1600): reward: -58.21634663268924, rates: 2.7836533447367855, loss: 1.4426713824272155, rho: 0.4000000000000001
[TRAIN]: (495/1600): reward: -50.80054450035095, rates: 2.1994553943555846, loss: 1.6271946132183075, rho: 0.4000000000000001
[TRAIN]: (496/1600): reward: -53.96482530236244, rates: 1.0351747621388507, loss: 1.6206823229789733, rho: 0.4000000000000001
[TRAIN]: (497/1600): reward: -65.10030913352966, rates: 1.8996907562230636, loss: 1.6059164166450501, rho: 0.4000000000000001
[TRAIN]: (498/1600): reward: -54.0, rates: 0, loss: 1.7265640258789063, rho: 0.4000000000000001
[TRAIN]: (499/1600): reward: -51.53029501438141, rates: 1.4697048858941144, loss: 1.5693246662616729, rho: 0.4000000000000001
[TRAIN]: (500/1600): reward: -47.89762341976166, rates: 1.1023765429437902, loss: 1.6925560534000397, rho: 0.4000000000000001
[TRAIN]: (501/1600): reward: -53.43562388420105, rates: 1.564376183082458, loss: 1.6340357214212418, rho: 0.4000000000000001
[TRAIN]: (502/1600): reward: -30.541281431913376, rates: 3.4587185373535254, loss: 1.7260644614696503, rho: 0.4000000000000001
[TRAIN]: (503/1600): reward: -24.361744463443756, rates: 2.6382555466163593, loss: 1.6699514210224151, rho: 0.4000000000000001
[TRAIN]: (504/1600): reward: -44.71610178798437, rates: 2.283898311628234, loss: 1.6737783879041672, rho: 0.4000000000000001
[TRAIN]: (505/1600): reward: -51.127532944083214, rates: 1.8724668918615208, loss: 1.7066950380802155, rho: 0.4000000000000001
[TRAIN]: (506/1600): reward: -49.49898645281792, rates: 0.5010135509937613, loss: 1.6551700294017793, rho: 0.4000000000000001
[TRAIN]: (507/1600): reward: -50.94920527935028, rates: 1.0507947593418725, loss: 1.5525680035352707, rho: 0.4000000000000001
[TRAIN]: (508/1600): reward: -38.962284445762634, rates: 3.0377155127348736, loss: 1.701529359817505, rho: 0.4000000000000001
[TRAIN]: (509/1600): reward: -38.337556064128876, rates: 3.66244409972541, loss: 1.772390365600586, rho: 0.4000000000000001
[TRAIN]: (510/1600): reward: -41.34569728374481, rates: 2.6543027717916226, loss: 1.5477028161287307, rho: 0.4000000000000001
[TRAIN]: (511/1600): reward: -22.961008071899414, rates: 3.0389919380442745, loss: 1.739187353849411, rho: 0.4000000000000001
[TRAIN]: (512/1600): reward: -55.0, rates: 0, loss: 1.753391045331955, rho: 0.4000000000000001
[TRAIN]: (513/1600): reward: -47.48161172866821, rates: 0.5183883596046681, loss: 1.8185180246829986, rho: 0.4000000000000001
[TRAIN]: (514/1600): reward: -28.102953732013702, rates: 0.8970462850639347, loss: 1.6758058488368988, rho: 0.4000000000000001
[TRAIN]: (515/1600): reward: -39.737579345703125, rates: 2.262420562260891, loss: 1.726205551624298, rho: 0.4000000000000001
[TRAIN]: (516/1600): reward: -37.475896775722504, rates: 1.5241032133671526, loss: 1.577296569943428, rho: 0.4000000000000001
[TRAIN]: (517/1600): reward: -50.25131458044052, rates: 0.7486854221058405, loss: 1.6431720405817032, rho: 0.4000000000000001
[TRAIN]: (518/1600): reward: -24.73402677476406, rates: 5.265973194937327, loss: 1.5127934217453003, rho: 0.4000000000000001
[TRAIN]: (519/1600): reward: -20.196850836277008, rates: 3.803149193578207, loss: 1.7276098310947419, rho: 0.4000000000000001
[TRAIN]: (520/1600): reward: -63.589322954416275, rates: 0.410677032590298, loss: 1.5623723983764648, rho: 0.4000000000000001
[TRAIN]: (521/1600): reward: -22.089524149894714, rates: 2.9104757662353107, loss: 1.4882927358150482, rho: 0.4000000000000001
[TRAIN]: (522/1600): reward: -31.844849467277527, rates: 2.1551505504683455, loss: 1.6235965609550476, rho: 0.4000000000000001
[TRAIN]: (523/1600): reward: -22.156631112098694, rates: 4.843368978768204, loss: 1.6408789992332458, rho: 0.4000000000000001
[TRAIN]: (524/1600): reward: -45.99028706550598, rates: 1.009712967935591, loss: 1.7485676050186156, rho: 0.4000000000000001
[TRAIN]: (525/1600): reward: -27.01735520362854, rates: 1.9826449207413264, loss: 1.5088079392910003, rho: 0.4000000000000001
[TRAIN]: (526/1600): reward: -22.599700957536697, rates: 2.4002989894619673, loss: 1.5986582189798355, rho: 0.4000000000000001
[TRAIN]: (527/1600): reward: -27.313732713460922, rates: 2.6862672305168167, loss: 1.6775341987609864, rho: 0.4000000000000001
[TRAIN]: (528/1600): reward: -2.626513719558716, rates: 4.373486284946405, loss: 1.732158675789833, rho: 0.4000000000000001
[TRAIN]: (529/1600): reward: -23.782112300395966, rates: 3.217887665224069, loss: 1.7000975489616394, rho: 0.4000000000000001
[TRAIN]: (530/1600): reward: -30.19688606262207, rates: 2.8031138883681734, loss: 1.555621537566185, rho: 0.4000000000000001
[TRAIN]: (531/1600): reward: -8.020580857992172, rates: 2.9794191536816435, loss: 1.6904442459344864, rho: 0.4000000000000001
[TRAIN]: (532/1600): reward: -12.435039281845093, rates: 2.564960595859059, loss: 1.6286670029163361, rho: 0.4000000000000001
[TRAIN]: (533/1600): reward: -26.813061386346817, rates: 1.186938604898768, loss: 1.6206026285886765, rho: 0.4000000000000001
[TRAIN]: (534/1600): reward: -12.287063643336296, rates: 1.7129363657026317, loss: 1.8367946326732636, rho: 0.4000000000000001
[TRAIN]: (535/1600): reward: -14.224059283733368, rates: 0.7759407425747826, loss: 1.8802677303552628, rho: 0.4000000000000001
[TRAIN]: (536/1600): reward: -33.636158138513565, rates: 1.3638418656038895, loss: 1.595702487230301, rho: 0.4000000000000001
[TRAIN]: (537/1600): reward: -24.16642874479294, rates: 1.8335712591258684, loss: 1.4969265699386596, rho: 0.4000000000000001
[TRAIN]: (538/1600): reward: -13.002900242805481, rates: 2.9970997013343745, loss: 1.5537693083286286, rho: 0.4000000000000001
[TRAIN]: (539/1600): reward: -5.778752975165844, rates: 8.221246871265683, loss: 1.592218393087387, rho: 0.4000000000000001
[TRAIN]: (540/1600): reward: -23.329045474529266, rates: 1.6709545384842732, loss: 1.7028993368148804, rho: 0.4000000000000001
[TRAIN]: (541/1600): reward: -13.229893177747726, rates: 3.7701068284073513, loss: 1.5795753300189972, rho: 0.4000000000000001
[TRAIN]: (542/1600): reward: 0.8414438590407372, rates: 3.841443809930358, loss: 1.6140387952327728, rho: 0.4000000000000001
[TRAIN]: (543/1600): reward: -10.485556423664093, rates: 3.5144435882304057, loss: 1.570967197418213, rho: 0.4000000000000001
[TRAIN]: (544/1600): reward: -18.506176829338074, rates: 2.4938231575336314, loss: 1.4502736300230026, rho: 0.4000000000000001
[TRAIN]: (545/1600): reward: -29.046739786863327, rates: 0.9532602120599248, loss: 1.5979599893093108, rho: 0.4000000000000001
[TRAIN]: (546/1600): reward: -10.760937929153442, rates: 4.23906209422762, loss: 1.56029255092144, rho: 0.4000000000000001
[TRAIN]: (547/1600): reward: -11.11549997329712, rates: 1.884499940002607, loss: 1.5538818359375, rho: 0.4000000000000001
[TRAIN]: (548/1600): reward: -23.2017083466053, rates: 5.798291451707106, loss: 1.6112193524837495, rho: 0.4000000000000001
[TRAIN]: (549/1600): reward: -12.985525965690613, rates: 3.0144738639928335, loss: 1.6525087893009185, rho: 0.4000000000000001
[TRAIN]: (550/1600): reward: -17.23036354780197, rates: 1.7696365326054206, loss: 1.4714413791894914, rho: 0.4000000000000001
[TRAIN]: (551/1600): reward: -23.585221648216248, rates: 1.4147783515750534, loss: 1.5386316895484924, rho: 0.4000000000000001
[TRAIN]: (552/1600): reward: -18.30288803577423, rates: 2.697112024428489, loss: 1.558624991774559, rho: 0.4000000000000001
[TRAIN]: (553/1600): reward: -22.22601670026779, rates: 1.7739833018656126, loss: 1.421872392296791, rho: 0.4000000000000001
[TRAIN]: (554/1600): reward: -3.7919298261404037, rates: 5.208070109048904, loss: 1.4886213660240173, rho: 0.4000000000000001
[TRAIN]: (555/1600): reward: -8.699845135211945, rates: 3.3001547809419143, loss: 1.5460382640361785, rho: 0.4000000000000001
[TRAIN]: (556/1600): reward: -5.950773000717163, rates: 5.04922698350675, loss: 1.434604498744011, rho: 0.4000000000000001
[TRAIN]: (557/1600): reward: 4.142002642154694, rates: 4.14200256307306, loss: 1.6133039712905883, rho: 0.4000000000000001
[TRAIN]: (558/1600): reward: -6.6599119901657104, rates: 3.340087917444056, loss: 1.5270053386688232, rho: 0.4000000000000001
[TRAIN]: (559/1600): reward: -23.91622380167246, rates: 5.083776160909043, loss: 1.4752691388130188, rho: 0.4000000000000001
[TRAIN]: (560/1600): reward: -16.528224289417267, rates: 3.4717757357775367, loss: 1.3332346707582474, rho: 0.4000000000000001
[TRAIN]: (561/1600): reward: -6.148476213216782, rates: 3.8515237798195967, loss: 1.5078515827655792, rho: 0.4000000000000001
[TRAIN]: (562/1600): reward: -5.064225792884827, rates: 4.935774210163107, loss: 1.3753764361143113, rho: 0.4000000000000001
[TRAIN]: (563/1600): reward: -2.7438228726387024, rates: 7.256177115643529, loss: 1.6028786480426789, rho: 0.4000000000000001
[TRAIN]: (564/1600): reward: -12.827969402074814, rates: 5.172030602805165, loss: 1.4286722898483277, rho: 0.4000000000000001
[TRAIN]: (565/1600): reward: 1.4932249188423157, rates: 6.493224929538057, loss: 1.446247297525406, rho: 0.4000000000000001
[TRAIN]: (566/1600): reward: 0.5251377820968628, rates: 5.525137660433297, loss: 1.4637815207242966, rho: 0.4000000000000001
[TRAIN]: (567/1600): reward: 0.7979523241519928, rates: 5.7979522338652325, loss: 1.552361461520195, rho: 0.4000000000000001
[TRAIN]: (568/1600): reward: 2.4640887677669525, rates: 7.464088737098816, loss: 1.3878004938364028, rho: 0.4000000000000001
[TRAIN]: (569/1600): reward: -0.22418993711471558, rates: 9.775810018907318, loss: 1.3593565970659256, rho: 0.4000000000000001
[TRAIN]: (570/1600): reward: -5.038695514202118, rates: 4.9613044962170765, loss: 1.414273676276207, rho: 0.4000000000000001
[TRAIN]: (571/1600): reward: -3.8454799354076385, rates: 6.154520043135163, loss: 1.4830587565898896, rho: 0.4000000000000001
[TRAIN]: (572/1600): reward: -11.001390218734741, rates: 3.9986097964051908, loss: 1.3248455941677093, rho: 0.4000000000000001
[TRAIN]: (573/1600): reward: 0.5602390468120575, rates: 5.560238926350468, loss: 1.4920044630765914, rho: 0.4000000000000001
[TRAIN]: (574/1600): reward: 6.955336570739746, rates: 6.955336560446057, loss: 1.3694005757570267, rho: 0.4000000000000001
[TRAIN]: (575/1600): reward: -1.073635995388031, rates: 3.9263639597731013, loss: 1.507220557332039, rho: 0.4000000000000001
[TRAIN]: (576/1600): reward: -7.551813557744026, rates: 2.4481863855700103, loss: 1.5520710885524749, rho: 0.4000000000000001
[TRAIN]: (577/1600): reward: 5.726350426673889, rates: 5.726350370848573, loss: 1.4645400881767272, rho: 0.4000000000000001
[TRAIN]: (578/1600): reward: 10.099173247814178, rates: 10.099173315792902, loss: 1.4875381350517274, rho: 0.4000000000000001
[TRAIN]: (579/1600): reward: 2.0379642248153687, rates: 7.037964174352588, loss: 1.5588420629501343, rho: 0.4000000000000001
[TRAIN]: (580/1600): reward: -9.19548785686493, rates: 3.8045121156319834, loss: 1.380872091650963, rho: 0.4000000000000001
[TRAIN]: (581/1600): reward: 0.30081847310066223, rates: 5.30081852404626, loss: 1.4479024708271027, rho: 0.4000000000000001
[TRAIN]: (582/1600): reward: -3.2770303934812546, rates: 6.722969516717317, loss: 1.3904043525457381, rho: 0.4000000000000001
[TRAIN]: (583/1600): reward: 5.924176573753357, rates: 5.924176523153565, loss: 1.3858706593513488, rho: 0.4000000000000001
[TRAIN]: (584/1600): reward: -3.155367851257324, rates: 6.84463209696306, loss: 1.5683260619640351, rho: 0.4000000000000001
