[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 257
[ENV]: Finished init Environment
[TRAIN]: actions: 257, observations: 12
[TRAIN]: CUDA: True
[TRAIN]: (1): action: 26, observation: (1, 0, 0.0, 0.2511487728551902, 0.71487189149458, 1.298611360039865, 7.480219882041653, 12.042771878799476, 7.711449370178768, 6.8030287387516815, 0.7450134115475262, 18.29698426938661), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 18, observation: (1, 5.555957193247802, 0.5, 0.573268058908239, 0.392804495793489, 6.250354478119995, 5.579560727773152, 1.433269000966697, 4.828122467408244, 1.88656611482528, 9.330930339767182, 3.1995886294475504), rho: 0.4, reward: 0.8201964497566223 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 188, observation: (1, 0.06382894895846912, 0.45132894895846914, 0.638809063671685, 0.8249872984449498, 13.823820844742611, 4.9860932021810065, 17.244647230607676, 21.5220102056101, 9.146732981568364, 0.47473550146164734, 0.17268657392628214), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 182, observation: (1, 0.1758711484654637, 0.4959500974239329, 0.25469049747477646, 0.7504871553740868, 21.935971939770894, 3.5598114427162733, 2.420678614997347, 29.642374813258385, 4.345545968726395, 7.089242269330792, 1.3788662452015779), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 82, observation: (1, 0.4504251884357539, 0.3838752858596868, 0.6243783895454915, 0.014615205611146709, 5.787862316903892, 29.89063112933188, 5.352963392383599, 11.740394642331802, 9.616084707240306, 3.7728864128555433, 6.877257039550804), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 83, observation: (0, 0.16350603271541453, 0.05988131857510132, 0.9471404560485662, 0.4078076679905779, 15.715934820198633, 12.911651439810953, 6.441841374491379, 9.04034209844167, 12.669821318862953, 9.033092983446346, 21.659249836579612), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 209, observation: (0, 3.195092202648707, 0.5, 0.05785846870321576, 0.14026790730075323, 2.3596025386785295, 20.702294125047974, 5.1660587378358365, 5.0818769251250355, 17.368275080454847, 28.471589413790987, 3.5015931678559022), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 173, observation: (0, 0.09226808603965149, 0.21726808603965153, 0.7820156560351306, 0.13766452053778977, 1.5602642103873179, 5.439340939248719, 2.9570897656648243, 17.708185241551938, 7.27335378128852, 0.5355247442741133, 10.565720738965371), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 182, observation: (0, 0.27298518912942654, 0.0027532751690780843, 0.28401013417100884, 0.04156155342534107, 9.368029499514305, 0.4200189475978532, 13.389690757954655, 33.67462690093684, 16.78365202667217, 2.0941013426248247, 7.630611469362435), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 78, observation: (0, 0.11990651031108375, -0.4398402145198382, 0.3477964231846917, 0.24448860583010634, 45.732929681153685, 2.529097103843476, 3.03993118210617, 3.0207414074877468, 15.37663960125289, 3.7008787327511157, 14.096105122708359), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 104, observation: (0, 0.12615760582414776, -0.5386826086956904, 0.5484629849232979, 0.5678316279295216, 17.06133605342227, 6.719567406936225, 1.017470845070525, 16.291911702641425, 16.030084105524484, 0.7812275044290375, 14.686336436098335), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 140, observation: (0, 0.2232624176758468, -0.5404201910198436, 0.9668457087882107, 0.9567047298806766, 6.413454428519762, 2.4442096814960803, 2.309092651018997, 22.988539958396355, 14.008723410602801, 4.69627627131622, 11.175658489427736), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 14, observation: (0, 1.7247665712865776, 0.5, 0.11297605688756795, 0.6799707872492902, 10.632469422661181, 3.2476333695740096, 7.051483212848347, 6.821146289065272, 13.88929279933581, 5.2288375052358695, 17.62006982826605), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 221, observation: (0, 0.006006407711593176, 0.33725640771159326, 0.6477368292726852, 0.9133706687430295, 5.2341510418876975, 14.254301279153507, 13.250531010993015, 1.931532492115612, 8.752893010956303, 5.895998599440876, 0.3323356168009594), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39): action: 206, observation: (0, 1.473945060622476, 0.5, 0.34233648025364416, 0.6916100921158677, 1.1604516725064238, 43.65135862224017, 27.771036559721352, 4.392520767318705, 14.867466564314684, 0.9336491382590646, 0.4349657929669314), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (39/2000): reward: -18.179803550243378, rho: 0.4000000000000001, rates: 0.04100982248783112
[TRAIN]: (40): action: 183, observation: (1, 0, 0.0, 0.33993583239081804, 0.424307472337755, 14.996815296215955, 9.147248199280384, 24.854835110695028, 0.6192369764439996, 0.23810246996448753, 8.04032541509004, 18.50854494975385), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 157, observation: (1, 2.9990903735576473, 0.5, 0.46724483070810297, 0.9300556021919508, 21.49696822887883, 2.4808586920596154, 3.391934667754955, 10.438616985109483, 18.752758500232808, 7.5472123379287845, 0.43648299074651864), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 108, observation: (1, 0.2133004399820522, 0.5, 0.6275690423301473, 0.22757924771028526, 5.043142189898755, 1.3165363948177136, 6.293770526436323, 0.07258680015916169, 10.648175507186636, 10.36217198269643, 17.096388179324478), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 16, observation: (1, 0.14030230361752385, 0.5, 0.15060952946669093, 0.5221277388264712, 10.445120688192972, 2.115132893682143, 6.232951466869317, 19.48317712814456, 13.62476728745661, 9.50316046664006, 0.858801328478951), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 205, observation: (1, 0.3380697894898649, 0.25681978948986495, 0.5727462024176401, 0.9173295993914963, 1.8974060080104713, 11.613119332851628, 1.3536673603153817, 2.186110912190528, 6.869838934423656, 6.461710357033642, 9.219010968612624), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 236, observation: (1, 3.172138495006104, 0.5, 0.06322121776434542, 0.8335448276353009, 3.1411041330327665, 2.6155591997857948, 12.98622386754251, 4.450433225641982, 5.485481186946215, 20.3992691026983, 3.166850889190462), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 24, observation: (1, 1.1025409851960208, 0.5, 0.894653464280777, 0.48051896169896846, 7.198708919418914, 5.339089027577834, 8.74776017325486, 0.7332582816895767, 15.521605697217225, 20.427322999511834, 2.9591804566694484), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 44, observation: (1, 0.6312783223118372, 0.5, 0.4923384585889742, 0.8074766615672263, 2.9749145272814403, 9.202026615705813, 22.006489649803935, 9.406677846102799, 2.3268561902853, 9.91716485054226, 22.697612782285148), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 93, observation: (1, 6.6098036411836265, 0.5, 0.030680579015363474, 0.11474149290396107, 17.62335940695073, 30.2147224697103, 10.078026559045119, 0.049129040949816814, 5.434857512113588, 12.026685109581859, 2.602469113490945), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 5, observation: (1, 0.16327581445036987, 0.5, 0.08141592583495805, 0.30297496723362527, 10.223834034112972, 8.532375370751337, 53.52562695685626, 1.1444279259267096, 2.132509924569677, 12.903223608489718, 14.18014661789712), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 83, observation: (0, 0.09976558048957307, 0.4310155804895731, 0.8730912222135899, 0.5688748357716762, 12.573714627260632, 17.921081926026098, 24.0147700457995, 2.027294830242704, 16.80316806440786, 1.2064963391737877, 6.171879214676775), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 255, observation: (0, 0.43305499487631677, 0.48907057536588994, 0.04026157182468115, 0.39931840043183553, 1.7508445141238163, 6.611920177591061, 6.386223805364201, 4.562459698907918, 0.6921151111904188, 7.493927702109309, 0.983693862659215), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 194, observation: (0, 0.1705003227366621, 0.3783208981025521, 0.9280474801360261, 0.8505795021317083, 2.4726969655535083, 7.897514196944886, 13.631608933544065, 2.7017171079873794, 2.3045590691350446, 20.72533536951091, 0.5002598540618091), rho: 0.4, reward: 3.77425217628479 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 92, observation: (0, 6.936621546754597, 0.5, 0.9327552950432914, 0.9163247844555535, 32.050104837757836, 14.070595577791678, 7.873020492800201, 4.399264988761891, 2.2530474995631042, 2.666522957144935, 13.44537830872855), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 46, observation: (0, 1.0068200066970492, 0.5, 0.3299490274737191, 0.5534700950508527, 19.653212122083584, 16.686707218788523, 8.258219221176317, 2.520670990615224, 35.74738820907108, 2.3467348470074763, 12.138122501033344), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 99, observation: (0, 0.027315489739962274, -0.053934510260037705, 0.8573045730838053, 0.8235803150503924, 2.6946931092092283, 3.0261936183201152, 7.72255413241732, 3.6538629754713057, 3.678933170742134, 15.524148649414837, 13.593911115854539), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 185, observation: (0, 4.949476473255322, 0.5, 0.8399651335341356, 0.24806543304413564, 3.735900028363581, 17.159817568392533, 1.0421983477468935, 12.573718915597105, 2.149072445770849, 1.476420660639957, 17.64133676458589), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 141, observation: (0, 0.5482140121388664, 0.5, 0.11029485316251164, 0.7983218325479862, 14.118215228997197, 2.866859011378473, 4.414909743464009, 4.119234838077263, 11.066995357466759, 7.361844093717535, 3.0739126920504862), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 16, observation: (0, 0.03323143025004516, 0.42073143025004517, 0.39370668378505824, 0.4696153603080361, 4.2625375012358955, 2.0761060274471004, 3.1403051523657224, 0.17519444855010285, 8.894992892239173, 14.11755927080119, 7.857026265883757), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40): action: 133, observation: (0, 0.02431169773735129, -0.13620687201260345, 0.3453764899512005, 0.39836185857253403, 13.75899422520121, 6.60672250157753, 2.8256506711857994, 0.5338637281058509, 0.3634591813867328, 2.5747559448282282, 0.4611771269532646), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (40/2000): reward: -15.22574782371521, rho: 0.4000000000000001, rates: 0.1887126088142395
[TRAIN]: (41): action: 108, observation: (1, 0, 0.0, 0.33271944984319735, 0.8237712583910093, 18.086723008449642, 2.4231679499973064, 4.27069099640581, 7.463977657263277, 3.9997233998119834, 5.974112788830047, 10.096064362792333), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 14, observation: (1, 3.121958337328487, 0.5, 0.5279547316967865, 0.6063025601945834, 8.890854852916314, 10.644042843150226, 3.4783502036078415, 15.1551971422534, 2.3360619867553316, 14.067261703426945, 0.8195150871468481), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 86, observation: (1, 0.2606888633501222, 0.5, 0.7262902718616361, 0.07727151566082724, 14.336834608784692, 5.505857842001238, 1.8100050689345395, 9.349676938676287, 5.729472167919461, 3.2309446852233097, 3.813158195968671), rho: 0.4, reward: 0.604185163974762 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 9, observation: (1, 0.15514432135259082, 0.5, 0.36793260427609775, 0.8661994808025882, 3.094423506391611, 11.404197023414785, 8.239947148005646, 2.5140412497204165, 8.200894554255662, 6.972225385345062, 1.6786679948549632), rho: 0.4, reward: 0.011702436953783035 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 35, observation: (1, 0.5462887097950807, 0.5, 0.9191375679971789, 0.5154761931286991, 6.982972927864601, 0.14341762460105761, 6.999790795000217, 0.0653234983306662, 3.2972418540747994, 6.441628528819291, 37.07906692074871), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 52, observation: (1, 6.889694939036368, 0.5, 0.5532440881395674, 0.37916698859723674, 0.09518277604489754, 11.139049306282608, 3.295171436554092, 1.41378095007864, 11.494363861310394, 9.286414133073748, 4.868466779688943), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 230, observation: (1, 0.1428329799148423, 0.11783297991484232, 0.7840080072247594, 0.8559532604316393, 0.002936569661170304, 3.061139753928772, 4.585426596234273, 10.953106146470862, 0.5910060515640092, 6.784265982300372, 5.666366225806666), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 99, observation: (1, 1.9332632068596918, 0.5, 0.31901226553856765, 0.567944249620635, 2.2415636516867457, 6.181564451146032, 2.7860070672241317, 17.53101515859058, 32.39882448707873, 19.345398515622293, 10.492662693313248), rho: 0.4, reward: 0.016320660710334778 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 6, observation: (1, 2.2609992719132235, 0.5, 0.5056106541435381, 0.7125472580653496, 9.650208186654774, 10.333533916449035, 15.722073703181895, 16.779891231225108, 0.6599405427705238, 17.580875732295308, 2.1530547398741073), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 15, observation: (1, 0.7155913377780323, 0.5, 0.26936930588568964, 0.8016933217553075, 10.136822305578402, 4.186596882628553, 7.355260260476641, 10.967663175604965, 1.3623715760599646, 3.900741948457437, 2.992030299228283), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 240, observation: (0, 0.9026410079967545, 0.5, 0.03528285342165283, 0.6508994884007143, 2.7120505123217398, 14.943498417586243, 39.002211881990924, 19.05842310740067, 3.7411864265294428, 6.207200579047905, 9.331885045892587), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 26, observation: (0, 0.17918674765986192, 0.2854367476598619, 0.23113303468096413, 0.30175714504111395, 24.92144840477102, 15.085169915945666, 1.5708833664313442, 5.145341352226521, 2.958595659384943, 0.9790525122773707, 10.471866817418904), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 11, observation: (0, 0.1195356695585925, 0.27372241721845436, 0.2740422029618801, 0.8307204528079148, 3.991219678911937, 2.743615205050744, 27.53021099485658, 1.5812525894719003, 13.99387317590563, 3.9604988442598774, 3.083383967367838), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 135, observation: (0, 0.14683381962652203, 0.28930623684497636, 0.9687322734718288, 0.9936593437734799, 7.172140314996561, 1.622230046671327, 19.116598765367165, 16.999222511412302, 1.1706552918057804, 10.575295551760671, 0.5980379239198856), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 43, observation: (0, 3.850539378991584, 0.5, 0.42137791822779114, 0.7171659525518453, 10.266645300613908, 17.82648299761029, 13.521789957797905, 2.836778976078179, 14.56867972033075, 2.2330948287985803, 9.665704989615357), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 146, observation: (0, 0.5195614434733349, 0.5, 0.762636178781137, 0.42581700827877844, 8.28799382686368, 34.64438981231555, 6.705011141477915, 1.380028822595547, 13.330150997071282, 10.964591114048561, 23.924954452642467), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 153, observation: (0, 3.0684268418344454, 0.5, 0.5986087374504157, 0.519480658782318, 1.2644486174688219, 5.153475709593679, 4.796361466680565, 9.27003561010628, 0.2684646618780798, 2.765109854815762, 56.879899032089234), rho: 0.4, reward: 3.7934601306915283 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 230, observation: (0, 0.6617838412958668, 0.5, 0.8236740469936958, 0.856778459462455, 15.535830750441992, 21.416536884946783, 4.1146153320606285, 22.72599453828571, 17.9066542539468, 22.441453607987206, 3.521076208119218), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 64, observation: (0, 6.786915379619889, 0.5, 0.39541318977712947, 0.15603969007539398, 7.180826007793442, 1.8766127718059944, 17.855524577771003, 2.9832929386548566, 0.5107100136311367, 1.5065001956853314, 8.735651894129289), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41): action: 86, observation: (0, 0.14581222438843985, 0.38331222438843987, 0.6917092105263232, 0.6902991806343625, 6.72126544633585, 23.945397047975632, 10.124383940515484, 16.70497293591836, 5.275163753549269, 17.055292786319313, 3.5316288488548238), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (41/2000): reward: -11.574331607669592, rho: 0.4000000000000001, rates: 0.2212834196165204
[TRAIN]: (42): action: 223, observation: (1, 0, 0.0, 0.05523042392624988, 0.6158531190833719, 7.687151820084679, 4.036568989729462, 11.07772401079421, 6.273363902117689, 11.230856255735702, 12.402927029540978, 0.017807089899940634), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 100, observation: (1, 0.14132290078509924, -0.008677099214900758, 0.8152975535233564, 0.020528099947640932, 17.28178084706364, 25.84523583915173, 11.052845421360145, 5.678820977434993, 0.5514029949734036, 18.3675934742032, 9.381118406436302), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 208, observation: (1, 0.078846423413784, -0.24858067580111673, 0.8267022634444013, 0.8096341466805561, 7.259323102650931, 17.72096554153431, 0.8864033118712675, 10.095775410793625, 7.0752351812779715, 5.917066614182432, 43.39823209861003), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 11, observation: (1, 12.658430135447693, 0.5, 0.38544503363786675, 0.2742911598752532, 5.559198138875478, 2.0759938230065798, 5.345931248845548, 2.178436047307464, 4.960594002346065, 16.55505350049214, 2.980840795028394), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 196, observation: (1, 0.14792240735934672, 0.5, 0.5806478539267917, 0.02236841856696281, 15.166963168649525, 5.182762864130115, 31.896959737141035, 2.1814826873250133, 28.47062714920934, 14.645130984712331, 4.393028784513463), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 250, observation: (1, 0.012980683109889935, 0.02548068310988999, 0.23170997489465583, 0.10255460293760088, 11.932543541620543, 5.677207146806319, 14.491158698878412, 14.269505684234163, 9.354126235697773, 7.783337888905233, 0.7474508691288844), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 90, observation: (1, 0.0842707957701262, -0.43399852111998377, 0.7511055793802167, 0.4167640752695514, 4.838235533230122, 4.9618659105838585, 5.655522565732496, 1.168287329267865, 1.0934289914896906, 6.625803602996996, 0.0916502296559295), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 240, observation: (1, 0.09404873234886181, -0.808699788771122, 0.5406989149174836, 0.9057507606517228, 14.326306499883314, 8.392063452324281, 54.91857539216568, 40.28220541252846, 20.077997547399512, 0.700672257753675, 19.834893329530352), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 171, observation: (1, 6.487247248120513, 0.5, 0.33260965099680606, 0.9423901921258315, 0.6194533937520328, 19.153303231167897, 8.631358616903707, 1.0939653936765565, 9.292897160792803, 14.284718678770751, 4.710253450548497), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 157, observation: (1, 1.6918914016475202, 0.5, 0.1535441562197366, 0.6590662425283385, 3.4262725996659453, 14.641159311560532, 1.155096145960757, 3.596105774563369, 22.78441838216444, 23.029199738534366, 43.45706786175072), rho: 0.4, reward: 0.03032098524272442 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 118, observation: (0, 10.449389424443835, 0.5, 0.21709419259923768, 0.3348329920475963, 3.106188588587239, 7.494386141313614, 6.867441593331699, 9.630821348636214, 11.91591596192419, 8.802962532794824, 10.984690872269615), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 50, observation: (0, 0.02606071862263917, 0.11356071862263917, 0.27659649625951077, 0.2560210977825027, 0.5654245127667036, 18.562958630156384, 1.279778332222684, 7.895794974371783, 19.131817034488268, 6.149555946378037, 19.92017789696157), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 91, observation: (0, 0.11087063284316592, -0.1505686485341949, 0.9743716364616096, 0.3507604871946429, 5.239340383628754, 3.7504868713966837, 16.00720836324387, 8.384306832100805, 1.9936061870405548, 2.677893385364474, 31.58572252259966), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 182, observation: (0, 1.0550448011908355, 0.4357261526566406, 0.9408836523462231, 0.9729844921866041, 5.989497014972152, 7.114576170365648, 13.81228532332955, 7.29262169051262, 0.055325958855078794, 13.004329355875967, 3.748239141842322), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 68, observation: (0, 4.604569835275758, 0.5, 0.3882755858315182, 0.7221556924333641, 12.835600830395071, 0.5769432051431482, 46.486375674732805, 1.1514011207199923, 1.9940333462347968, 0.6549665236915745, 16.992296850810316), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 80, observation: (0, 0.12735119613879536, 0.06485119613879542, 0.7093652384927942, 0.20015503997870043, 8.713260486930357, 30.58182580566655, 0.14593212951621548, 1.411395514125692, 24.92826501535724, 12.385566312619773, 10.009017933815397), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 99, observation: (0, 3.2860688271803826, 0.5, 0.7599221411188779, 0.05713420451541695, 12.344701592487763, 10.279025056980387, 17.045293566168976, 1.2296064374329794, 9.900323693144145, 4.454341238260172, 1.2788776367628314), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 77, observation: (0, 1.346788748752929, 0.5, 0.770950663376362, 0.2390776734050386, 9.041467586622149, 9.395250714070237, 27.80821311455179, 1.0316693499194067, 37.787403503992834, 54.52488409353167, 5.402428494809931), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 68, observation: (0, 15.141592655436371, 0.5, 0.17242503834574774, 0.3489345655346233, 13.92056020108017, 9.007349721706984, 2.825185353532491, 20.40441589435913, 0.32290707841942723, 14.350462679551075, 7.343159087882807), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42): action: 23, observation: (0, 0.04989618636218769, -0.012603813637812267, 0.2213675710804346, 0.7090808622672845, 20.237551811499614, 2.0824341777005806, 0.06652698311667578, 10.62509438863689, 19.097341618941886, 23.045311751335113, 4.4985902815825725), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (42/2000): reward: -18.969679014757276, rho: 0.4000000000000001, rates: 0.001516049262136221
[TRAIN]: (43): action: 251, observation: (1, 0, 0.0, 0.7993677423789995, 0.24020227031746733, 4.5402156648310985, 2.4745944700215055, 3.3163397158106998, 8.362531997308167, 6.5691603792411835, 4.049756114690871, 13.595399446542423), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (43): action: 1, observation: (1, 0.17483576338042792, -0.05016423661957206, 0.2643978903772044, 0.24044846938099784, 15.2243091130656, 7.535198253659196, 18.4950321039518, 3.5334922246534854, 16.846872575758102, 2.3045602172311814, 1.5210552370733985), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (43): action: 209, observation: (1, 0.13068659127926904, -0.331977645340303, 0.14217719718006605, 0.6127683425110115, 3.0792156881887873, 23.472649368257038, 8.331358462957073, 3.2190167333266957, 1.533518464856597, 1.217642413454816, 11.03465936689895), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (43): action: 133, observation: (1, 2.547262016278246, 0.5, 0.5127388815843366, 0.7296712691605287, 5.976735777417629, 15.901890661589476, 10.486907740629457, 23.05925091097732, 7.341247340813438, 16.429225567978133, 9.737722882775762), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (43): action: 123, observation: (1, 2.745717502584224, 0.5, 0.5961360291447508, 0.779914366857979, 27.374718432754968, 0.3121262218348575, 2.857586788636409, 2.498723205125914, 7.233562534221614, 2.4681947511624176, 19.76260477816341), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (43): action: 129, observation: (1, 5.560350138034363, 0.5, 0.9663554596798795, 0.525477832527234, 6.0803554182722515, 6.460326052865373, 14.764095104023731, 8.624590557992386, 25.398267038339473, 18.050757898938222, 8.673645280644285), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (43): action: 165, observation: (1, 1.6780600060103155, 0.5, 0.8157036930722495, 0.7472114112227477, 1.3527914153976504, 9.323264758964655, 3.820061324231212, 16.33060849246639, 17.494449799123643, 2.447108153055365, 3.7729635397997003), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (43): action: 55, observation: (1, 1.0736061735492815, 0.5, 0.4938504802687703, 0.8819119408252328, 16.807503264169327, 9.122475009121514, 1.8607054489804733, 9.60715241936008, 20.509454841735128, 19.755660221906513, 3.9125050191326), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (43): action: 73, observation: (1, 1.2576032602705483, 0.5, 0.2907649733865394, 0.29243405141529333, 7.624949779214706, 2.0832121875441207, 5.9250710569367, 4.935340253786414, 25.912693891238433, 0.10649617866435152, 21.652939958730954), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (43): action: 75, observation: (1, 0.19278059778362208, 0.5, 0.23968538478304002, 0.5424428006660975, 6.602467199038441, 4.445275173210909, 17.438165098473796, 6.000920899368119, 5.826506420701452, 15.743505504117506, 10.602799884637886), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
