[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 66
[ENV]: Finished init Environment
[TRAIN]: actions: 66, observations: 126
[TRAIN]: CUDA: True
[TRAIN]: (1/1600): reward: -108.18502116203308, rates: 0.8149790817125216, loss: 0, rho: 0.4000000000000001
[TRAIN]: (2/1600): reward: -104.90779834985733, rates: 2.0922019959477627, loss: 0, rho: 0.4000000000000001
[TRAIN]: (3/1600): reward: -88.60228991508484, rates: 2.3977098553314624, loss: 0, rho: 0.4000000000000001
[TRAIN]: (4/1600): reward: -65.71056014299393, rates: 4.289440009845964, loss: 23.444898268755743, rho: 0.4000000000000001
[TRAIN]: (5/1600): reward: -79.79437458515167, rates: 3.205625269984015, loss: 10.25219647884369, rho: 0.4000000000000001
[TRAIN]: (6/1600): reward: -93.0488777384162, rates: 2.9511224207292543, loss: 4.159471809864044, rho: 0.4000000000000001
[TRAIN]: (7/1600): reward: -92.02058569714427, rates: 2.9794140689010398, loss: 3.021485096216202, rho: 0.4000000000000001
[TRAIN]: (8/1600): reward: -107.45458197593689, rates: 0.5454181912551772, loss: 2.5703760385513306, rho: 0.4000000000000001
[TRAIN]: (9/1600): reward: -85.58874332904816, rates: 3.4112566079818714, loss: 2.654796952009201, rho: 0.4000000000000001
[TRAIN]: (10/1600): reward: -87.91691979765892, rates: 2.0830798757783775, loss: 2.037847030162811, rho: 0.4000000000000001
[TRAIN]: (11/1600): reward: -87.2761165201664, rates: 1.7238831381339157, loss: 2.039792549610138, rho: 0.4000000000000001
[TRAIN]: (12/1600): reward: -92.72730886936188, rates: 2.272691443567674, loss: 2.476619338989258, rho: 0.4000000000000001
[TRAIN]: (13/1600): reward: -98.37472546100616, rates: 1.6252744096986596, loss: 2.192150405049324, rho: 0.4000000000000001
[TRAIN]: (14/1600): reward: -89.98886901140213, rates: 2.011130802798178, loss: 2.8296040177345274, rho: 0.4000000000000001
[TRAIN]: (15/1600): reward: -92.51087832450867, rates: 1.4891216831048033, loss: 2.4755077719688416, rho: 0.4000000000000001
[TRAIN]: (16/1600): reward: -82.58481097221375, rates: 1.4151892066788643, loss: 2.23788021504879, rho: 0.4000000000000001
[TRAIN]: (17/1600): reward: -110.84668457508087, rates: 2.1533150991964276, loss: 2.2702004253864287, rho: 0.4000000000000001
[TRAIN]: (18/1600): reward: -113.24599599838257, rates: 0.7540047067694158, loss: 2.2747351050376894, rho: 0.4000000000000001
[TRAIN]: (19/1600): reward: -101.05369246006012, rates: 1.946307356422271, loss: 2.2650411307811735, rho: 0.4000000000000001
[TRAIN]: (20/1600): reward: -92.49438154697418, rates: 1.505618729041968, loss: 2.4001650631427767, rho: 0.4000000000000001
[TRAIN]: (21/1600): reward: -80.55750367045403, rates: 1.442496611810476, loss: 2.3203187942504884, rho: 0.4000000000000001
[TRAIN]: (22/1600): reward: -97.12747374176979, rates: 0.8725264210605201, loss: 2.4979553639888765, rho: 0.4000000000000001
[TRAIN]: (23/1600): reward: -91.84464901685715, rates: 3.155351302341423, loss: 2.055407005548477, rho: 0.4000000000000001
[TRAIN]: (24/1600): reward: -104.08590793609619, rates: 1.9140921321076627, loss: 2.4690462350845337, rho: 0.4000000000000001
[TRAIN]: (25/1600): reward: -91.47994470596313, rates: 3.5200555161977998, loss: 2.365696668624878, rho: 0.4000000000000001
[TRAIN]: (26/1600): reward: -85.00714445114136, rates: 2.992855739854666, loss: 2.3640297055244446, rho: 0.4000000000000001
[TRAIN]: (27/1600): reward: -100.54879707098007, rates: 1.451202530036094, loss: 2.61342568397522, rho: 0.4000000000000001
[TRAIN]: (28/1600): reward: -91.27913999557495, rates: 0.7208601665056678, loss: 2.229878434538841, rho: 0.4000000000000001
[TRAIN]: (29/1600): reward: -106.83011198043823, rates: 1.1698874865446856, loss: 2.48583260178566, rho: 0.4000000000000001
[TRAIN]: (30/1600): reward: -70.42368185520172, rates: 4.5763179195754216, loss: 2.171845906972885, rho: 0.4000000000000001
[TRAIN]: (31/1600): reward: -88.53949588537216, rates: 2.460504303993006, loss: 2.299175763130188, rho: 0.4000000000000001
[TRAIN]: (32/1600): reward: -105.3634090423584, rates: 1.6365907278418683, loss: 2.307707738876343, rho: 0.4000000000000001
[TRAIN]: (33/1600): reward: -68.40617641806602, rates: 3.5938236270242467, loss: 1.8090449661016463, rho: 0.4000000000000001
[TRAIN]: (34/1600): reward: -55.086512595415115, rates: 4.913487905713169, loss: 2.0174463897943498, rho: 0.4000000000000001
[TRAIN]: (35/1600): reward: -98.86240434646606, rates: 2.1375957443456053, loss: 1.9098046541213989, rho: 0.4000000000000001
[TRAIN]: (36/1600): reward: -106.51149666309357, rates: 1.48850324758473, loss: 2.1195101141929626, rho: 0.4000000000000001
[TRAIN]: (37/1600): reward: -86.49816849827766, rates: 1.5018315967759892, loss: 1.867263513803482, rho: 0.4000000000000001
[TRAIN]: (38/1600): reward: -101.74085056781769, rates: 1.2591493806592848, loss: 1.8898000597953797, rho: 0.4000000000000001
[TRAIN]: (39/1600): reward: -76.11348378658295, rates: 2.8865162293550837, loss: 2.0105665624141693, rho: 0.4000000000000001
[TRAIN]: (40/1600): reward: -78.06573247909546, rates: 0.9342676234050558, loss: 1.6767963767051697, rho: 0.4000000000000001
[TRAIN]: (41/1600): reward: -75.6343532204628, rates: 3.365646751375756, loss: 1.9464341074228286, rho: 0.4000000000000001
[TRAIN]: (42/1600): reward: -78.98668268322945, rates: 5.013317588212668, loss: 1.969531488418579, rho: 0.4000000000000001
[TRAIN]: (43/1600): reward: -116.87937593460083, rates: 1.1206238021335087, loss: 1.7853974759578706, rho: 0.4000000000000001
[TRAIN]: (44/1600): reward: -95.41633546352386, rates: 1.5836645976820023, loss: 1.967763862013817, rho: 0.4000000000000001
[TRAIN]: (45/1600): reward: -107.83967417478561, rates: 2.160325636456233, loss: 1.9878476142883301, rho: 0.4000000000000001
[TRAIN]: (46/1600): reward: -97.16236358880997, rates: 2.8376366076165156, loss: 2.1916827499866485, rho: 0.4000000000000001
[TRAIN]: (47/1600): reward: -84.26468884944916, rates: 1.735311390889658, loss: 2.1433297991752625, rho: 0.4000000000000001
[TRAIN]: (48/1600): reward: -79.14085875451565, rates: 3.8591410225941862, loss: 1.97903773188591, rho: 0.4000000000000001
[TRAIN]: (49/1600): reward: -89.67414754629135, rates: 3.325852526184013, loss: 2.1203866362571717, rho: 0.4000000000000001
[TRAIN]: (50/1600): reward: -98.58639523386955, rates: 3.4136050557417548, loss: 2.2902826726436616, rho: 0.4000000000000001
[TRAIN]: (51/1600): reward: -77.67384099960327, rates: 4.326158580956589, loss: 2.0745529890060426, rho: 0.4000000000000001
[TRAIN]: (52/1600): reward: -99.84565317630768, rates: 2.1543466515166045, loss: 2.118869698047638, rho: 0.4000000000000001
[TRAIN]: (53/1600): reward: -101.19518592953682, rates: 1.8048140580558674, loss: 2.1557165890932084, rho: 0.4000000000000001
[TRAIN]: (54/1600): reward: -111.8151159286499, rates: 1.1848844157197465, loss: 2.098169729113579, rho: 0.4000000000000001
[TRAIN]: (55/1600): reward: -78.16988188028336, rates: 2.8301181063384826, loss: 2.250595581531525, rho: 0.4000000000000001
[TRAIN]: (56/1600): reward: -97.18528181314468, rates: 1.8147182521823229, loss: 2.501311868429184, rho: 0.4000000000000001
[TRAIN]: (57/1600): reward: -121.83996045589447, rates: 1.1600395264804306, loss: 1.9844106197357179, rho: 0.4000000000000001
[TRAIN]: (58/1600): reward: -68.31102272868156, rates: 2.688977188106793, loss: 2.3854863226413725, rho: 0.4000000000000001
[TRAIN]: (59/1600): reward: -89.23645484447479, rates: 2.7635452899274355, loss: 2.193945863842964, rho: 0.4000000000000001
[TRAIN]: (60/1600): reward: -110.24681907892227, rates: 1.7531805930233657, loss: 2.140989917516708, rho: 0.4000000000000001
[TRAIN]: (61/1600): reward: -96.64893102645874, rates: 0.35106878277211817, loss: 2.185691827535629, rho: 0.4000000000000001
[TRAIN]: (62/1600): reward: -87.09775739908218, rates: 2.9022422444213807, loss: 2.1751709997653963, rho: 0.4000000000000001
[TRAIN]: (63/1600): reward: -107.9800078868866, rates: 1.0199925229622806, loss: 2.2574968099594117, rho: 0.4000000000000001
[TRAIN]: (64/1600): reward: -92.14896428585052, rates: 1.8510359168642647, loss: 2.299558037519455, rho: 0.4000000000000001
[TRAIN]: (65/1600): reward: -88.6105649843812, rates: 3.389434604738419, loss: 2.137465703487396, rho: 0.4000000000000001
[TRAIN]: (66/1600): reward: -95.48700499534607, rates: 1.5129948059222724, loss: 1.9780018746852874, rho: 0.4000000000000001
