[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 66
[ENV]: Finished init Environment
[TRAIN]: actions: 66, observations: 12
[TRAIN]: CUDA: True
[TRAIN]: (1/1600): reward: -14.717289388179779, rates: 0.28271061182022095, loss: 0, rho: 0.4000000000000001
[TRAIN]: (2/1600): reward: -6.452646836638451, rates: 7.547353163361549, loss: 0, rho: 0.4000000000000001
[TRAIN]: (3/1600): reward: -7.888859689235687, rates: 6.111140310764313, loss: 0, rho: 0.4000000000000001
[TRAIN]: (4/1600): reward: -4.023727811872959, rates: 8.97627218812704, loss: 1.5727473251959856, rho: 0.4000000000000001
[TRAIN]: (5/1600): reward: -3.110425651073456, rates: 9.889574348926544, loss: 1.6715220034122467, rho: 0.4000000000000001
[TRAIN]: (6/1600): reward: 13.943556606769562, rates: 23.94355660676956, loss: 1.940231829881668, rho: 0.4000000000000001
[TRAIN]: (7/1600): reward: -14.982147119939327, rates: 1.0178528800606728, loss: 1.9510621964931487, rho: 0.4000000000000001
[TRAIN]: (8/1600): reward: -7.865843772888184, rates: 6.134156227111816, loss: 1.694550371170044, rho: 0.4000000000000001
[TRAIN]: (9/1600): reward: -5.477462291717529, rates: 8.52253770828247, loss: 1.8075773686170578, rho: 0.4000000000000001
[TRAIN]: (10/1600): reward: -7.936014771461487, rates: 5.063985228538513, loss: 1.7891051769256592, rho: 0.4000000000000001
[TRAIN]: (11/1600): reward: -11.26830642670393, rates: 1.73169357329607, loss: 1.7054376184940339, rho: 0.4000000000000001
[TRAIN]: (12/1600): reward: -11.160112380981445, rates: 3.8398876190185547, loss: 1.4195551604032517, rho: 0.4000000000000001
[TRAIN]: (13/1600): reward: -2.8626758754253387, rates: 11.137324124574661, loss: 1.2960808873176575, rho: 0.4000000000000001
[TRAIN]: (14/1600): reward: -1.2864923477172852, rates: 10.713507652282715, loss: 1.3844115018844605, rho: 0.4000000000000001
[TRAIN]: (15/1600): reward: -14.0, rates: 0, loss: 1.4385919153690339, rho: 0.4000000000000001
[TRAIN]: (16/1600): reward: -8.968802839517593, rates: 4.031197160482407, loss: 1.1685337200760841, rho: 0.4000000000000001
[TRAIN]: (17/1600): reward: -13.64624136686325, rates: 3.3537586331367493, loss: 1.1600000143051148, rho: 0.4000000000000001
[TRAIN]: (18/1600): reward: -16.869374081492424, rates: 0.130625918507576, loss: 1.2388518914580344, rho: 0.4000000000000001
[TRAIN]: (19/1600): reward: -6.13023829460144, rates: 8.86976170539856, loss: 0.9438158050179482, rho: 0.4000000000000001
[TRAIN]: (20/1600): reward: -14.682433385401964, rates: 0.3175666145980358, loss: 1.1465744704008103, rho: 0.4000000000000001
[TRAIN]: (21/1600): reward: -11.811425611376762, rates: 0.1885743886232376, loss: 1.1123559862375259, rho: 0.4000000000000001
[TRAIN]: (22/1600): reward: -9.119548231363297, rates: 4.8804517686367035, loss: 0.9932051122188568, rho: 0.4000000000000001
[TRAIN]: (23/1600): reward: -2.5549750328063965, rates: 11.445024967193604, loss: 1.0557137712836266, rho: 0.4000000000000001
[TRAIN]: (24/1600): reward: 9.595756828784943, rates: 22.595756828784943, loss: 1.1397612899541856, rho: 0.4000000000000001
[TRAIN]: (25/1600): reward: 2.9047951698303223, rates: 15.904795169830322, loss: 1.3055212795734406, rho: 0.4000000000000001
[TRAIN]: (26/1600): reward: 3.9809701070189476, rates: 14.980970107018948, loss: 1.2752972111105918, rho: 0.4000000000000001
[TRAIN]: (27/1600): reward: -14.517505377531052, rates: 0.48249462246894836, loss: 1.7643130138516425, rho: 0.4000000000000001
[TRAIN]: (28/1600): reward: -11.59436097741127, rates: 0.40563902258872986, loss: 1.633262684941292, rho: 0.4000000000000001
[TRAIN]: (29/1600): reward: -8.08436632156372, rates: 5.915633678436279, loss: 1.5359215289354324, rho: 0.4000000000000001
[TRAIN]: (30/1600): reward: 7.640913486480713, rates: 19.640913486480713, loss: 1.1185728922486304, rho: 0.4000000000000001
[TRAIN]: (31/1600): reward: -7.712804306298494, rates: 5.287195693701506, loss: 1.3687791347503662, rho: 0.4000000000000001
[TRAIN]: (32/1600): reward: -16.815168857574463, rates: 0.1848311424255371, loss: 1.5534533277153968, rho: 0.4000000000000001
[TRAIN]: (33/1600): reward: 9.6450164206326, rates: 19.6450164206326, loss: 1.339913621544838, rho: 0.4000000000000001
[TRAIN]: (34/1600): reward: 10.201847918331623, rates: 19.201847918331623, loss: 1.4937095880508422, rho: 0.4000000000000001
[TRAIN]: (35/1600): reward: -8.457676112651825, rates: 6.542323887348175, loss: 1.6170552909374236, rho: 0.4000000000000001
[TRAIN]: (36/1600): reward: -12.502409934997559, rates: 5.497590065002441, loss: 1.5789613336324693, rho: 0.4000000000000001
[TRAIN]: (37/1600): reward: 2.985880210995674, rates: 11.985880210995674, loss: 1.4624904975295068, rho: 0.4000000000000001
[TRAIN]: (38/1600): reward: 3.1645779609680176, rates: 16.164577960968018, loss: 1.4109643131494523, rho: 0.4000000000000001
[TRAIN]: (39/1600): reward: 0.3755997009575367, rates: 11.375599700957537, loss: 1.7248914927244186, rho: 0.4000000000000001
[TRAIN]: (40/1600): reward: -9.236023545265198, rates: 0.7639764547348022, loss: 1.5424066066741944, rho: 0.4000000000000001
[TRAIN]: (41/1600): reward: 0.061270713806152344, rates: 12.061270713806152, loss: 1.5408699750900268, rho: 0.4000000000000001
[TRAIN]: (42/1600): reward: 3.8156618922948837, rates: 15.815661892294884, loss: 1.63641254901886, rho: 0.4000000000000001
[TRAIN]: (43/1600): reward: -16.0, rates: 0, loss: 1.5353442192077638, rho: 0.4000000000000001
[TRAIN]: (44/1600): reward: -8.535269260406494, rates: 5.464730739593506, loss: 1.5076083600521089, rho: 0.4000000000000001
[TRAIN]: (45/1600): reward: -9.588687300682068, rates: 6.411312699317932, loss: 1.609869858622551, rho: 0.4000000000000001
[TRAIN]: (46/1600): reward: -1.451958179473877, rates: 13.548041820526123, loss: 1.7365426391363143, rho: 0.4000000000000001
[TRAIN]: (47/1600): reward: -10.965201139450073, rates: 3.0347988605499268, loss: 1.7543680846691132, rho: 0.4000000000000001
[TRAIN]: (48/1600): reward: 3.6495761573314667, rates: 13.649576157331467, loss: 1.3917259588837623, rho: 0.4000000000000001
[TRAIN]: (49/1600): reward: -2.9913520887494087, rates: 11.008647911250591, loss: 1.4378826037049293, rho: 0.4000000000000001
[TRAIN]: (50/1600): reward: -6.734985917806625, rates: 7.265014082193375, loss: 1.4263332158327102, rho: 0.4000000000000001
[TRAIN]: (51/1600): reward: -2.5023454651236534, rates: 10.497654534876347, loss: 1.6420691162347794, rho: 0.4000000000000001
[TRAIN]: (52/1600): reward: -8.876023590564728, rates: 6.123976409435272, loss: 1.612365370988846, rho: 0.4000000000000001
[TRAIN]: (53/1600): reward: -8.011331677436829, rates: 6.988668322563171, loss: 1.6074461102485658, rho: 0.4000000000000001
[TRAIN]: (54/1600): reward: -14.147012621164322, rates: 0.8529873788356781, loss: 1.5916707634925842, rho: 0.4000000000000001
[TRAIN]: (55/1600): reward: -0.821121096611023, rates: 11.178878903388977, loss: 1.4468933761119842, rho: 0.4000000000000001
[TRAIN]: (56/1600): reward: -11.407083936035633, rates: 3.592916063964367, loss: 1.3584279984235763, rho: 0.4000000000000001
[TRAIN]: (57/1600): reward: -15.660488337278366, rates: 0.3395116627216339, loss: 1.60166939496994, rho: 0.4000000000000001
[TRAIN]: (58/1600): reward: -2.250204011797905, rates: 6.749795988202095, loss: 1.506022435426712, rho: 0.4000000000000001
[TRAIN]: (59/1600): reward: -5.108621224761009, rates: 6.891378775238991, loss: 1.3766175389289856, rho: 0.4000000000000001
[TRAIN]: (60/1600): reward: -11.022614687681198, rates: 3.977385312318802, loss: 1.6095236182212829, rho: 0.4000000000000001
[TRAIN]: (61/1600): reward: -14.0, rates: 0.0, loss: 1.773150372505188, rho: 0.4000000000000001
[TRAIN]: (62/1600): reward: -12.437773145735264, rates: 3.562226854264736, loss: 1.5691868185997009, rho: 0.4000000000000001
[TRAIN]: (63/1600): reward: -17.0, rates: 0, loss: 1.380405029654503, rho: 0.4000000000000001
[TRAIN]: (64/1600): reward: -11.340568780899048, rates: 2.659431219100952, loss: 1.3388943329453469, rho: 0.4000000000000001
[TRAIN]: (65/1600): reward: -5.559026718139648, rates: 9.440973281860352, loss: 1.6279511332511902, rho: 0.4000000000000001
[TRAIN]: (66/1600): reward: -3.0421953201293945, rates: 9.957804679870605, loss: 1.5552461206912995, rho: 0.4000000000000001
[TRAIN]: (67/1600): reward: 2.200982604175806, rates: 15.200982604175806, loss: 1.4007618010044098, rho: 0.4000000000000001
[TRAIN]: (68/1600): reward: -6.881123453378677, rates: 6.118876546621323, loss: 1.7262833535671234, rho: 0.4000000000000001
[TRAIN]: (69/1600): reward: -6.842450454831123, rates: 4.157549545168877, loss: 1.483458897471428, rho: 0.4000000000000001
[TRAIN]: (70/1600): reward: 0.9073606729507446, rates: 12.907360672950745, loss: 1.5401566430926323, rho: 0.4000000000000001
[TRAIN]: (71/1600): reward: -0.3174985349178314, rates: 10.682501465082169, loss: 1.4164487838745117, rho: 0.4000000000000001
[TRAIN]: (72/1600): reward: -2.742381986230612, rates: 10.257618013769388, loss: 1.5274105995893479, rho: 0.4000000000000001
[TRAIN]: (73/1600): reward: 1.8979294300079346, rates: 12.897929430007935, loss: 1.5130828738212585, rho: 0.4000000000000001
[TRAIN]: (74/1600): reward: -9.213764280080795, rates: 1.7862357199192047, loss: 1.4915566712617874, rho: 0.4000000000000001
[TRAIN]: (75/1600): reward: -10.734424591064453, rates: 4.265575408935547, loss: 1.3647761896252633, rho: 0.4000000000000001
[TRAIN]: (76/1600): reward: -1.9322786331176758, rates: 10.067721366882324, loss: 1.3110117942094803, rho: 0.4000000000000001
[TRAIN]: (77/1600): reward: 9.512212224304676, rates: 20.512212224304676, loss: 1.644352212548256, rho: 0.4000000000000001
[TRAIN]: (78/1600): reward: -8.469799965620041, rates: 4.530200034379959, loss: 1.556560468673706, rho: 0.4000000000000001
[TRAIN]: (79/1600): reward: -16.0, rates: 0, loss: 1.4524707645177841, rho: 0.4000000000000001
[TRAIN]: (80/1600): reward: -15.796224772930145, rates: 0.20377522706985474, loss: 1.381932681798935, rho: 0.4000000000000001
[TRAIN]: (81/1600): reward: -6.766188472509384, rates: 5.233811527490616, loss: 1.4589112102985382, rho: 0.4000000000000001
[TRAIN]: (82/1600): reward: -13.850551843643188, rates: 2.1494481563568115, loss: 1.4257901459932327, rho: 0.4000000000000001
[TRAIN]: (83/1600): reward: -14.645312368869781, rates: 0.3546876311302185, loss: 1.523915883898735, rho: 0.4000000000000001
[TRAIN]: (84/1600): reward: -10.568185806274414, rates: 5.431814193725586, loss: 1.5069766223430634, rho: 0.4000000000000001
[TRAIN]: (85/1600): reward: -2.7719187140464783, rates: 11.228081285953522, loss: 1.1653721570968627, rho: 0.4000000000000001
[TRAIN]: (86/1600): reward: -11.954325586557388, rates: 5.045674413442612, loss: 1.5878785312175752, rho: 0.4000000000000001
[TRAIN]: (87/1600): reward: -12.757438063621521, rates: 1.242561936378479, loss: 1.4131623953580856, rho: 0.4000000000000001
[TRAIN]: (88/1600): reward: -2.9584555625915527, rates: 12.041544437408447, loss: 1.407340157032013, rho: 0.4000000000000001
[TRAIN]: (89/1600): reward: -16.833720326423645, rates: 0.16627967357635498, loss: 1.5498266607522964, rho: 0.4000000000000001
[TRAIN]: (90/1600): reward: -8.986386775970459, rates: 5.013613224029541, loss: 1.6563780546188354, rho: 0.4000000000000001
[TRAIN]: (91/1600): reward: -14.846157878637314, rates: 0.15384212136268616, loss: 1.4036745965480804, rho: 0.4000000000000001
[TRAIN]: (92/1600): reward: -3.579040829092264, rates: 8.420959170907736, loss: 1.181222841143608, rho: 0.4000000000000001
[TRAIN]: (93/1600): reward: -1.5397562980651855, rates: 10.460243701934814, loss: 1.5111679315567017, rho: 0.4000000000000001
[TRAIN]: (94/1600): reward: -15.368789613246918, rates: 0.6312103867530823, loss: 1.454439416527748, rho: 0.4000000000000001
[TRAIN]: (95/1600): reward: -13.936250768601894, rates: 0.06374923139810562, loss: 1.196181160211563, rho: 0.4000000000000001
[TRAIN]: (96/1600): reward: -9.654186248779297, rates: 4.345813751220703, loss: 1.4451192557811736, rho: 0.4000000000000001
