[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 66, [(0.0, 0.09375, 0.4), (0.0, 0.6875, 0.4), (1.0, 0.09375, 0.4), (1.0, 0.59375, 0.4), (0.0, 0.46875, 0.4), (0.0, 0.5625, 0.4), (0.0, 0.28125, 0.4), (1.0, 0.6875, 0.4), (0.0, 0.375, 0.4), (0.0, 0.1875, 0.4), (1.0, 0.0625, 0.4), (1.0, 0.5, 0.4), (0.0, 0.4375, 0.4), (1.0, 0.0, 0.4), (0.0, 0.25, 0.4), (1.0, 0.96875, 0.4), (0.0, 0.8125, 0.4), (1.0, 0.25, 0.4), (0.0, 0.125, 0.4), (0.0, 0.65625, 0.4), (1.0, 0.8125, 0.4), (1.0, 0.34375, 0.4), (0.0, 0.0, 0.4), (1.0, 0.1875, 0.4), (1.0, 1.0, 0.4), (0.0, 0.96875, 0.4), (1.0, 0.78125, 0.4), (0.0, 0.15625, 0.4), (1.0, 0.71875, 0.4), (0.0, 0.9375, 0.4), (1.0, 0.375, 0.4), (1.0, 0.40625, 0.4), (0.0, 0.75, 0.4), (0.0, 0.625, 0.4), (0.0, 0.90625, 0.4), (1.0, 0.75, 0.4), (0.0, 0.03125, 0.4), (1.0, 0.53125, 0.4), (0.0, 0.53125, 0.4), (1.0, 0.46875, 0.4), (0.0, 0.875, 0.4), (1.0, 0.03125, 0.4), (1.0, 0.90625, 0.4), (0.0, 1.0, 0.4), (0.0, 0.78125, 0.4), (1.0, 0.21875, 0.4), (0.0, 0.84375, 0.4), (1.0, 0.84375, 0.4), (1.0, 0.3125, 0.4), (1.0, 0.125, 0.4), (0.0, 0.0625, 0.4), (1.0, 0.875, 0.4), (0.0, 0.40625, 0.4), (1.0, 0.15625, 0.4), (0.0, 0.5, 0.4), (0.0, 0.59375, 0.4), (1.0, 0.65625, 0.4), (1.0, 0.28125, 0.4), (1.0, 0.5625, 0.4), (1.0, 0.4375, 0.4), (1.0, 0.9375, 0.4), (1.0, 0.625, 0.4), (0.0, 0.71875, 0.4), (0.0, 0.3125, 0.4), (0.0, 0.34375, 0.4), (0.0, 0.21875, 0.4)]
[ENV]: Finished init Environment
[TRAIN]: actions: 66, observations: 75
[TRAIN]: CUDA: True
[TRAIN]: (1/1600): reward: -57.0, rates: 0, loss: 0, rho: 0.4000000000000001
[TRAIN]: (20/1600): reward: -48.45187836885452, rates: 1.5481215793897303, loss: 1.7656028687953949, rho: 0.4000000000000001
[TRAIN]: (21/1600): reward: -53.62505728006363, rates: 0.3749427117640883, loss: 1.9997066855430603, rho: 0.4000000000000001
[TRAIN]: (22/1600): reward: -50.199310913681984, rates: 0.8006890845261956, loss: 1.7905101954936982, rho: 0.4000000000000001
[TRAIN]: (23/1600): reward: -70.84462803602219, rates: 1.1553720737169684, loss: 1.8118308275938033, rho: 0.4000000000000001
[TRAIN]: (24/1600): reward: -52.80518262088299, rates: 1.1948173695461008, loss: 1.85269073843956, rho: 0.4000000000000001
[TRAIN]: (25/1600): reward: -65.05600881576538, rates: 0.9439910605049265, loss: 1.9498173475265503, rho: 0.4000000000000001
[TRAIN]: (26/1600): reward: -58.10252869129181, rates: 1.8974712666885019, loss: 1.8503447651863099, rho: 0.4000000000000001
[TRAIN]: (27/1600): reward: -41.604177832603455, rates: 0.395822180702868, loss: 1.996059775352478, rho: 0.4000000000000001
[TRAIN]: (28/1600): reward: -45.5712354183197, rates: 0.42876449307786274, loss: 2.0681264221668245, rho: 0.4000000000000001
[TRAIN]: (29/1600): reward: -63.82985043525696, rates: 0.170149581849692, loss: 2.069630664587021, rho: 0.4000000000000001
[TRAIN]: (30/1600): reward: -39.13163864612579, rates: 3.8683614991314195, loss: 1.7265034914016724, rho: 0.4000000000000001
[TRAIN]: (31/1600): reward: -56.82186518609524, rates: 1.178134765147166, loss: 1.9363756775856018, rho: 0.4000000000000001
[TRAIN]: (32/1600): reward: -64.51408839225769, rates: 0.48591168268565255, loss: 1.864175546169281, rho: 0.4000000000000001
[TRAIN]: (33/1600): reward: -35.10431411862373, rates: 2.895685827413877, loss: 1.8073468625545501, rho: 0.4000000000000001
[TRAIN]: (34/1600): reward: -45.91464012861252, rates: 3.0853598412165706, loss: 1.9993077576160432, rho: 0.4000000000000001
[TRAIN]: (35/1600): reward: -44.31239038705826, rates: 1.6876094371028207, loss: 1.9151341199874878, rho: 0.4000000000000001
[TRAIN]: (36/1600): reward: -60.16693651676178, rates: 1.8330635020999149, loss: 1.9464902997016906, rho: 0.4000000000000001
[TRAIN]: (37/1600): reward: -62.88952565193176, rates: 0.11047424650543099, loss: 1.7989985525608063, rho: 0.4000000000000001
[TRAIN]: (38/1600): reward: -57.44472050666809, rates: 0.5552795464431077, loss: 1.8467543065547942, rho: 0.4000000000000001
[TRAIN]: (39/1600): reward: -27.28256306052208, rates: 2.7174368457993143, loss: 1.7380929708480835, rho: 0.4000000000000001
[TRAIN]: (40/1600): reward: -50.0, rates: 0.0, loss: 1.7397042393684388, rho: 0.4000000000000001
[TRAIN]: (41/1600): reward: -50.62469291687012, rates: 2.375307031871758, loss: 1.8711453258991242, rho: 0.4000000000000001
[TRAIN]: (42/1600): reward: -44.640917643904686, rates: 3.3590824029677693, loss: 1.8584259390830993, rho: 0.4000000000000001
[TRAIN]: (43/1600): reward: -50.358455181121826, rates: 0.6415448285422611, loss: 1.7963810503482818, rho: 0.4000000000000001
[TRAIN]: (44/1600): reward: -59.373950481414795, rates: 0.6260494054507528, loss: 1.9557429790496825, rho: 0.4000000000000001
[TRAIN]: (45/1600): reward: -57.643046855926514, rates: 0.356953251446985, loss: 1.964292061328888, rho: 0.4000000000000001
[TRAIN]: (46/1600): reward: -68.86188277602196, rates: 1.138117221400965, loss: 1.9883215188980103, rho: 0.4000000000000001
[TRAIN]: (47/1600): reward: -60.41425557434559, rates: 1.5857444404864545, loss: 2.2397181034088134, rho: 0.4000000000000001
[TRAIN]: (48/1600): reward: -37.83754543401301, rates: 3.1624546038476993, loss: 1.9353872299194337, rho: 0.4000000000000001
[TRAIN]: (49/1600): reward: -66.51705861091614, rates: 0.48294142761384284, loss: 2.024890184402466, rho: 0.4000000000000001
[TRAIN]: (50/1600): reward: -70.45388406515121, rates: 1.5461159478426074, loss: 2.1046841025352476, rho: 0.4000000000000001
[TRAIN]: (51/1600): reward: -43.75202402472496, rates: 3.2479758399734666, loss: 2.1248944640159606, rho: 0.4000000000000001
[TRAIN]: (52/1600): reward: -65.56555414199829, rates: 1.4344459044850546, loss: 1.9332684457302094, rho: 0.4000000000000001
[TRAIN]: (53/1600): reward: -49.04408347606659, rates: 0.9559165421012242, loss: 2.138591867685318, rho: 0.4000000000000001
[TRAIN]: (54/1600): reward: -45.22951352596283, rates: 1.7704864328530368, loss: 1.962153548002243, rho: 0.4000000000000001
[TRAIN]: (55/1600): reward: -33.2499341070652, rates: 2.750066010295467, loss: 2.065766471624374, rho: 0.4000000000000001
[TRAIN]: (56/1600): reward: -53.432195484638214, rates: 0.567804595520985, loss: 2.2887476861476896, rho: 0.4000000000000001
[TRAIN]: (57/1600): reward: -44.748788475990295, rates: 1.2512115563458057, loss: 2.054333525896072, rho: 0.4000000000000001
[TRAIN]: (58/1600): reward: -48.90421652793884, rates: 1.0957833697598476, loss: 2.321519356966019, rho: 0.4000000000000001
[TRAIN]: (59/1600): reward: -38.464558497071266, rates: 2.5354414583655664, loss: 1.9666236102581025, rho: 0.4000000000000001
[TRAIN]: (60/1600): reward: -58.91253221035004, rates: 1.0874678452570599, loss: 1.9058177828788758, rho: 0.4000000000000001
[TRAIN]: (61/1600): reward: -56.91959357261658, rates: 0.08040646461922651, loss: 1.8522708535194397, rho: 0.4000000000000001
[TRAIN]: (62/1600): reward: -57.436239808797836, rates: 2.563760110694651, loss: 2.132337599992752, rho: 0.4000000000000001
[TRAIN]: (63/1600): reward: -57.65410089492798, rates: 0.345899113640908, loss: 2.103809285163879, rho: 0.4000000000000001
[TRAIN]: (64/1600): reward: -55.0, rates: 0, loss: 2.1776717782020567, rho: 0.4000000000000001
[TRAIN]: (65/1600): reward: -61.030654072761536, rates: 0.9693459361809369, loss: 2.1639496445655824, rho: 0.4000000000000001
[TRAIN]: (66/1600): reward: -53.0, rates: 0, loss: 1.8440128147602082, rho: 0.4000000000000001
[TRAIN]: (67/1600): reward: -48.88585864752531, rates: 4.114141433518824, loss: 2.0768921107053755, rho: 0.4000000000000001
[TRAIN]: (68/1600): reward: -61.76865071058273, rates: 1.2313492325311735, loss: 2.031627023220062, rho: 0.4000000000000001
[TRAIN]: (69/1600): reward: -43.91699576377869, rates: 2.0830042366698036, loss: 2.0301488608121874, rho: 0.4000000000000001
[TRAIN]: (70/1600): reward: -49.41492533683777, rates: 1.5850746866351828, loss: 1.8108759105205536, rho: 0.4000000000000001
[TRAIN]: (71/1600): reward: -55.33881360292435, rates: 0.6611864043033648, loss: 1.9416235327720641, rho: 0.4000000000000001
[TRAIN]: (72/1600): reward: -43.072809994220734, rates: 1.927190141307174, loss: 1.8955321967601777, rho: 0.4000000000000001
[TRAIN]: (73/1600): reward: -33.38507658243179, rates: 2.6149233190989944, loss: 1.9084982991218566, rho: 0.4000000000000001
[TRAIN]: (74/1600): reward: -44.68597161769867, rates: 0.31402831327340497, loss: 1.8966676950454713, rho: 0.4000000000000001
[TRAIN]: (75/1600): reward: -70.0, rates: 0, loss: 1.8249872267246245, rho: 0.4000000000000001
[TRAIN]: (76/1600): reward: -52.3277587890625, rates: 0.6722413683737662, loss: 1.9167226552963257, rho: 0.4000000000000001
[TRAIN]: (77/1600): reward: -62.2300621420145, rates: 1.7699377159274008, loss: 1.8606253921985627, rho: 0.4000000000000001
[TRAIN]: (78/1600): reward: -41.71528363227844, rates: 2.2847164475383366, loss: 1.957665592432022, rho: 0.4000000000000001
[TRAIN]: (79/1600): reward: -54.75963044166565, rates: 1.2403695911229478, loss: 1.8417023032903672, rho: 0.4000000000000001
[TRAIN]: (80/1600): reward: -63.79513901472092, rates: 0.20486100067146865, loss: 1.8766485631465912, rho: 0.4000000000000001
[TRAIN]: (81/1600): reward: -48.0268956720829, rates: 1.9731043655390046, loss: 2.1512143909931183, rho: 0.4000000000000001
[TRAIN]: (82/1600): reward: -58.42643713951111, rates: 0.5735628178906105, loss: 2.0561041593551637, rho: 0.4000000000000001
[TRAIN]: (83/1600): reward: -50.49966049194336, rates: 0.5003394109050409, loss: 2.1040011048316956, rho: 0.4000000000000001
[TRAIN]: (84/1600): reward: -46.27355682849884, rates: 0.7264431500811354, loss: 2.058958023786545, rho: 0.4000000000000001
[TRAIN]: (85/1600): reward: -53.65989464521408, rates: 0.34010536200622415, loss: 2.0333036363124846, rho: 0.4000000000000001
[TRAIN]: (86/1600): reward: -59.36026781797409, rates: 1.6397321152425999, loss: 2.21942400932312, rho: 0.4000000000000001
[TRAIN]: (87/1600): reward: -50.23435378074646, rates: 0.765646162847329, loss: 2.0427549183368683, rho: 0.4000000000000001
[TRAIN]: (88/1600): reward: -61.71076059341431, rates: 1.2892393415341652, loss: 2.0805058121681212, rho: 0.4000000000000001
[TRAIN]: (89/1600): reward: -52.319538950920105, rates: 1.6804609327725637, loss: 2.0514148592948915, rho: 0.4000000000000001
[TRAIN]: (90/1600): reward: -64.0, rates: 0.0, loss: 2.15558722615242, rho: 0.4000000000000001
[TRAIN]: (91/1600): reward: -53.85706877708435, rates: 0.14293120369239776, loss: 1.9390208780765534, rho: 0.4000000000000001
[TRAIN]: (92/1600): reward: -58.59149408340454, rates: 0.40850589618455924, loss: 1.9890877246856689, rho: 0.4000000000000001
[TRAIN]: (93/1600): reward: -51.84583568572998, rates: 1.1541643545071358, loss: 1.9963871240615845, rho: 0.4000000000000001
[TRAIN]: (94/1600): reward: -68.57530176639557, rates: 0.42469822037195637, loss: 1.879840499162674, rho: 0.4000000000000001
[TRAIN]: (95/1600): reward: -33.83186948299408, rates: 2.168130553646326, loss: 1.9534498631954194, rho: 0.4000000000000001
[TRAIN]: (96/1600): reward: -45.98499262332916, rates: 2.015007441430459, loss: 2.0103259295225144, rho: 0.4000000000000001
[TRAIN]: (97/1600): reward: -68.53132957220078, rates: 0.46867031968484263, loss: 1.993585467338562, rho: 0.4000000000000001
[TRAIN]: (98/1600): reward: -61.58989870548248, rates: 1.4101012970888602, loss: 1.9055904746055603, rho: 0.4000000000000001
[TRAIN]: (99/1600): reward: -64.42450904846191, rates: 1.5754909881462602, loss: 1.904531466960907, rho: 0.4000000000000001
[TRAIN]: (100/1600): reward: -41.097006261348724, rates: 2.90299370686626, loss: 2.0358881294727325, rho: 0.4000000000000001
[TRAIN]: (101/1600): reward: -44.00572547316551, rates: 1.9942746490958245, loss: 1.9899671137332917, rho: 0.4000000000000001
[TRAIN]: (102/1600): reward: -45.65502083301544, rates: 1.3449790709822373, loss: 1.9095105946063995, rho: 0.4000000000000001
[TRAIN]: (103/1600): reward: -24.13496771454811, rates: 2.8650323046108426, loss: 2.1876501977443694, rho: 0.4000000000000001
[TRAIN]: (104/1600): reward: -53.72288054227829, rates: 1.277119530370417, loss: 2.063855355978012, rho: 0.4000000000000001
[TRAIN]: (105/1600): reward: -58.437082171440125, rates: 1.5629178937194697, loss: 2.0683431804180143, rho: 0.4000000000000001
[TRAIN]: (106/1600): reward: -38.048670798540115, rates: 3.951329224191583, loss: 1.8702090501785278, rho: 0.4000000000000001
[TRAIN]: (107/1600): reward: -69.50058627128601, rates: 1.4994137388945337, loss: 2.090263617038727, rho: 0.4000000000000001
[TRAIN]: (108/1600): reward: -53.112542152404785, rates: 0.887457840414846, loss: 2.0367791295051574, rho: 0.4000000000000001
[TRAIN]: (109/1600): reward: -48.739910304546356, rates: 2.260089648635254, loss: 2.24154988527298, rho: 0.4000000000000001
[TRAIN]: (110/1600): reward: -38.862381249666214, rates: 1.1376186771690917, loss: 2.0789591670036316, rho: 0.4000000000000001
[TRAIN]: (111/1600): reward: -50.55986887216568, rates: 1.4401311983937455, loss: 2.025956040620804, rho: 0.4000000000000001
[TRAIN]: (112/1600): reward: -52.21446317434311, rates: 1.7855368703142886, loss: 2.067265194654465, rho: 0.4000000000000001
[TRAIN]: (113/1600): reward: -43.273591902107, rates: 3.7264081080897205, loss: 2.0640903294086455, rho: 0.4000000000000001
[TRAIN]: (114/1600): reward: -53.34287357330322, rates: 1.6571263903938322, loss: 1.9875619292259217, rho: 0.4000000000000001
[TRAIN]: (115/1600): reward: -49.78118026256561, rates: 1.218819872028233, loss: 2.176503133773804, rho: 0.4000000000000001
[TRAIN]: (116/1600): reward: -61.7680629491806, rates: 0.23193709341933394, loss: 2.183458185195923, rho: 0.4000000000000001
[TRAIN]: (117/1600): reward: -49.371015787124634, rates: 1.6289842903520175, loss: 2.1331463098526, rho: 0.4000000000000001
[TRAIN]: (118/1600): reward: -24.92074511994724, rates: 2.0792548868058423, loss: 2.1175284147262574, rho: 0.4000000000000001
[TRAIN]: (119/1600): reward: -66.0, rates: 0, loss: 2.003934454917908, rho: 0.4000000000000001
[TRAIN]: (120/1600): reward: -50.58780714869499, rates: 0.41219286619762396, loss: 2.3013791680335998, rho: 0.4000000000000001
[TRAIN]: (121/1600): reward: -48.33618664741516, rates: 0.663813383437368, loss: 2.146013844013214, rho: 0.4000000000000001
[TRAIN]: (122/1600): reward: -53.45410689711571, rates: 1.5458929890148179, loss: 2.118760734796524, rho: 0.4000000000000001
[TRAIN]: (123/1600): reward: -62.78251791000366, rates: 0.21748216160512898, loss: 2.2091033458709717, rho: 0.4000000000000001
[TRAIN]: (124/1600): reward: -52.0, rates: 0, loss: 1.8962437868118287, rho: 0.4000000000000001
[TRAIN]: (125/1600): reward: -66.59801030158997, rates: 1.4019897020753014, loss: 2.0531958520412443, rho: 0.4000000000000001
[TRAIN]: (126/1600): reward: -50.45596864819527, rates: 2.5440313241238495, loss: 2.1107818722724914, rho: 0.4000000000000001
[TRAIN]: (127/1600): reward: -44.15775430202484, rates: 2.8422456250244843, loss: 2.0532353699207304, rho: 0.4000000000000001
[TRAIN]: (128/1600): reward: -45.68339133262634, rates: 0.3166086829967153, loss: 2.0985300958156587, rho: 0.4000000000000001
[TRAIN]: (129/1600): reward: -44.00074674189091, rates: 1.9992532934572163, loss: 2.134462308883667, rho: 0.4000000000000001
[TRAIN]: (130/1600): reward: -38.95123314857483, rates: 0.048766792728874846, loss: 2.0284475445747376, rho: 0.4000000000000001
[TRAIN]: (131/1600): reward: -68.81476378440857, rates: 1.1852361203868187, loss: 1.979354304075241, rho: 0.4000000000000001
[TRAIN]: (132/1600): reward: -54.64851540327072, rates: 2.3514845902504553, loss: 1.9908835589885712, rho: 0.4000000000000001
[TRAIN]: (133/1600): reward: -46.707544803619385, rates: 1.29245527514373, loss: 2.1948084414005278, rho: 0.4000000000000001
[TRAIN]: (134/1600): reward: -42.836080491542816, rates: 1.1639195034892615, loss: 1.944980764389038, rho: 0.4000000000000001
[TRAIN]: (135/1600): reward: -41.0, rates: 0.0, loss: 1.9488104045391084, rho: 0.4000000000000001
[TRAIN]: (136/1600): reward: -61.40165567398071, rates: 1.5983443676112141, loss: 2.0244488418102264, rho: 0.4000000000000001
[TRAIN]: (137/1600): reward: -51.34948945045471, rates: 0.6505106081514848, loss: 2.0538599252700807, rho: 0.4000000000000001
[TRAIN]: (138/1600): reward: -41.37724697589874, rates: 2.6227530583355936, loss: 2.08055756688118, rho: 0.4000000000000001
[TRAIN]: (139/1600): reward: -45.95269858837128, rates: 4.047301488471302, loss: 2.12291499376297, rho: 0.4000000000000001
[TRAIN]: (140/1600): reward: -65.07394218444824, rates: 0.9260578203033821, loss: 2.06309317946434, rho: 0.4000000000000001
[TRAIN]: (141/1600): reward: -55.095911741256714, rates: 1.9040882239619081, loss: 2.094213289022446, rho: 0.4000000000000001
[TRAIN]: (142/1600): reward: -73.0, rates: 0, loss: 2.1516819894313812, rho: 0.4000000000000001
[TRAIN]: (143/1600): reward: -41.953953981399536, rates: 1.0460461148565945, loss: 2.0520900189876556, rho: 0.4000000000000001
[TRAIN]: (144/1600): reward: -66.0, rates: 0, loss: 2.0458664774894713, rho: 0.4000000000000001
[TRAIN]: (145/1600): reward: -39.66782820224762, rates: 3.3321717904977577, loss: 2.1328214049339294, rho: 0.4000000000000001
[TRAIN]: (146/1600): reward: -56.41694736480713, rates: 0.5830527429373634, loss: 2.0163813710212706, rho: 0.4000000000000001
[TRAIN]: (147/1600): reward: -50.45594394207001, rates: 0.5440560786364793, loss: 2.0984820067882537, rho: 0.4000000000000001
[TRAIN]: (148/1600): reward: -46.740275502204895, rates: 2.259724537714904, loss: 2.1933384358882906, rho: 0.4000000000000001
[TRAIN]: (149/1600): reward: -60.0, rates: 0, loss: 2.2150687694549562, rho: 0.4000000000000001
[TRAIN]: (150/1600): reward: -58.56802719831467, rates: 0.4319728035585519, loss: 2.23448760509491, rho: 0.4000000000000001
[TRAIN]: (151/1600): reward: -51.97710019350052, rates: 2.0228997589600084, loss: 2.12537197470665, rho: 0.4000000000000001
[TRAIN]: (152/1600): reward: -41.591365694999695, rates: 0.408634274469273, loss: 2.0376003623008727, rho: 0.4000000000000001
[TRAIN]: (153/1600): reward: -39.00248438119888, rates: 2.9975155456774307, loss: 2.0811197102069854, rho: 0.4000000000000001
[TRAIN]: (154/1600): reward: -63.87430930137634, rates: 0.12569079717251533, loss: 2.0868947386741636, rho: 0.4000000000000001
[TRAIN]: (155/1600): reward: -54.69411963224411, rates: 2.3058803874696445, loss: 2.2182798862457274, rho: 0.4000000000000001
[TRAIN]: (156/1600): reward: -48.027646124362946, rates: 0.972354033510445, loss: 2.019776499271393, rho: 0.4000000000000001
[TRAIN]: (157/1600): reward: -40.95434179902077, rates: 2.04565841880294, loss: 1.9522419571876526, rho: 0.4000000000000001
[TRAIN]: (158/1600): reward: -40.20658266544342, rates: 0.7934173655590762, loss: 1.961720311641693, rho: 0.4000000000000001
[TRAIN]: (159/1600): reward: -48.966278433799744, rates: 1.0337215328267264, loss: 2.0412143409252166, rho: 0.4000000000000001
[TRAIN]: (160/1600): reward: -58.0, rates: 0.0, loss: 2.271097993850708, rho: 0.4000000000000001
[TRAIN]: (161/1600): reward: -52.238207936286926, rates: 0.7617919363621221, loss: 2.0446732223033903, rho: 0.4000000000000001
[TRAIN]: (162/1600): reward: -67.212775349617, rates: 0.7872245596473794, loss: 2.096846604347229, rho: 0.4000000000000001
[TRAIN]: (163/1600): reward: -53.163471698760986, rates: 1.8365282500402378, loss: 2.014801412820816, rho: 0.4000000000000001
[TRAIN]: (164/1600): reward: -55.86133164167404, rates: 1.1386682649177822, loss: 1.9552856981754303, rho: 0.4000000000000001
[TRAIN]: (165/1600): reward: -42.86885142792016, rates: 1.1311486097818624, loss: 2.036533612012863, rho: 0.4000000000000001
[TRAIN]: (166/1600): reward: -48.58308011293411, rates: 1.4169198932110516, loss: 2.2490552604198455, rho: 0.4000000000000001
[TRAIN]: (167/1600): reward: -61.81784188747406, rates: 2.1821581454778327, loss: 2.049644500017166, rho: 0.4000000000000001
[TRAIN]: (168/1600): reward: -70.36922648176551, rates: 1.6307735867102977, loss: 2.0652183890342712, rho: 0.4000000000000001
[TRAIN]: (169/1600): reward: -45.638853430747986, rates: 1.361146651327779, loss: 1.8923908829689027, rho: 0.4000000000000001
[TRAIN]: (170/1600): reward: -45.5798242688179, rates: 2.420175807625606, loss: 2.0891642212867736, rho: 0.4000000000000001
[TRAIN]: (171/1600): reward: -43.683309495449066, rates: 2.3166905295393434, loss: 2.173768424987793, rho: 0.4000000000000001
[TRAIN]: (172/1600): reward: -45.77297119796276, rates: 1.2270287970102265, loss: 1.9654160141944885, rho: 0.4000000000000001
[TRAIN]: (173/1600): reward: -73.0, rates: 0, loss: 1.9977962732315064, rho: 0.4000000000000001
[TRAIN]: (174/1600): reward: -58.637348890304565, rates: 1.3626511595360224, loss: 1.8920887410640717, rho: 0.4000000000000001
[TRAIN]: (175/1600): reward: -47.90159094333649, rates: 1.0984090786414842, loss: 2.117081046104431, rho: 0.4000000000000001
[TRAIN]: (176/1600): reward: -61.16259604692459, rates: 0.8374039520731379, loss: 1.9989414811134338, rho: 0.4000000000000001
[TRAIN]: (177/1600): reward: -47.241013050079346, rates: 2.7589869412892303, loss: 2.0180459916591644, rho: 0.4000000000000001
[TRAIN]: (178/1600): reward: -35.908628940582275, rates: 3.0913709850364457, loss: 2.0896564692258837, rho: 0.4000000000000001
[TRAIN]: (179/1600): reward: -43.274093225598335, rates: 2.725906545687883, loss: 1.9168494403362275, rho: 0.4000000000000001
[TRAIN]: (180/1600): reward: -44.317607551813126, rates: 1.682392625610841, loss: 1.9218293488025666, rho: 0.4000000000000001
[TRAIN]: (181/1600): reward: -55.365078926086426, rates: 0.6349209950338564, loss: 2.0186815559864044, rho: 0.4000000000000001
[TRAIN]: (182/1600): reward: -36.07737439870834, rates: 0.9226255729103269, loss: 2.1764321863651275, rho: 0.4000000000000001
[TRAIN]: (183/1600): reward: -74.0, rates: 0, loss: 2.064517170190811, rho: 0.4000000000000001
[TRAIN]: (184/1600): reward: -38.01486372947693, rates: 0.9851363380472775, loss: 2.0978787302970887, rho: 0.4000000000000001
