[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 66, [(0.0, 0.09375, 0.4), (0.0, 0.6875, 0.4), (1.0, 0.09375, 0.4), (1.0, 0.59375, 0.4), (0.0, 0.46875, 0.4), (0.0, 0.5625, 0.4), (0.0, 0.28125, 0.4), (1.0, 0.6875, 0.4), (0.0, 0.375, 0.4), (0.0, 0.1875, 0.4), (1.0, 0.0625, 0.4), (1.0, 0.5, 0.4), (0.0, 0.4375, 0.4), (1.0, 0.0, 0.4), (0.0, 0.25, 0.4), (1.0, 0.96875, 0.4), (0.0, 0.8125, 0.4), (1.0, 0.25, 0.4), (0.0, 0.125, 0.4), (0.0, 0.65625, 0.4), (1.0, 0.8125, 0.4), (1.0, 0.34375, 0.4), (0.0, 0.0, 0.4), (1.0, 0.1875, 0.4), (1.0, 1.0, 0.4), (0.0, 0.96875, 0.4), (1.0, 0.78125, 0.4), (0.0, 0.15625, 0.4), (1.0, 0.71875, 0.4), (0.0, 0.9375, 0.4), (1.0, 0.375, 0.4), (1.0, 0.40625, 0.4), (0.0, 0.75, 0.4), (0.0, 0.625, 0.4), (0.0, 0.90625, 0.4), (1.0, 0.75, 0.4), (0.0, 0.03125, 0.4), (1.0, 0.53125, 0.4), (0.0, 0.53125, 0.4), (1.0, 0.46875, 0.4), (0.0, 0.875, 0.4), (1.0, 0.03125, 0.4), (1.0, 0.90625, 0.4), (0.0, 1.0, 0.4), (0.0, 0.78125, 0.4), (1.0, 0.21875, 0.4), (0.0, 0.84375, 0.4), (1.0, 0.84375, 0.4), (1.0, 0.3125, 0.4), (1.0, 0.125, 0.4), (0.0, 0.0625, 0.4), (1.0, 0.875, 0.4), (0.0, 0.40625, 0.4), (1.0, 0.15625, 0.4), (0.0, 0.5, 0.4), (0.0, 0.59375, 0.4), (1.0, 0.65625, 0.4), (1.0, 0.28125, 0.4), (1.0, 0.5625, 0.4), (1.0, 0.4375, 0.4), (1.0, 0.9375, 0.4), (1.0, 0.625, 0.4), (0.0, 0.71875, 0.4), (0.0, 0.3125, 0.4), (0.0, 0.34375, 0.4), (0.0, 0.21875, 0.4)]
[ENV]: Finished init Environment
[TRAIN]: actions: 66, observations: 75
[TRAIN]: CUDA: True
[TRAIN]: (1/1600): reward: -57.0, rates: 0, loss: 0, rho: 0.4000000000000001
[TRAIN]: (414/1600): reward: -34.02711063623428, rates: 1.9728893504047051, loss: 1.789077040553093, rho: 0.4000000000000001
[TRAIN]: (415/1600): reward: -35.94049920141697, rates: 2.059500762061097, loss: 1.9618453979492188, rho: 0.4000000000000001
[TRAIN]: (416/1600): reward: -46.48774842917919, rates: 1.5122515249584483, loss: 1.7379368543624878, rho: 0.4000000000000001
[TRAIN]: (417/1600): reward: -41.7688852250576, rates: 1.2311146962092807, loss: 1.7722526758909225, rho: 0.4000000000000001
[TRAIN]: (418/1600): reward: -37.823377668857574, rates: 3.1766223024712366, loss: 1.875826007127762, rho: 0.4000000000000001
[TRAIN]: (419/1600): reward: -53.180316001176834, rates: 1.8196840677279145, loss: 1.8793106019496917, rho: 0.4000000000000001
[TRAIN]: (420/1600): reward: -51.33009082078934, rates: 1.6699091563946993, loss: 1.7837757229804994, rho: 0.4000000000000001
[TRAIN]: (421/1600): reward: -71.54542112350464, rates: 0.4545789762773544, loss: 1.655555671453476, rho: 0.4000000000000001
[TRAIN]: (422/1600): reward: -60.0, rates: 0, loss: 1.7824847608804704, rho: 0.4000000000000001
[TRAIN]: (423/1600): reward: -71.98903179168701, rates: 1.0109682372680466, loss: 1.8797423481941222, rho: 0.4000000000000001
[TRAIN]: (424/1600): reward: -53.9407913684845, rates: 1.0592086876403368, loss: 1.873526579141617, rho: 0.4000000000000001
[TRAIN]: (425/1600): reward: -50.15348073840141, rates: 0.8465193868471934, loss: 1.7901572704315185, rho: 0.4000000000000001
[TRAIN]: (426/1600): reward: -55.0, rates: 0, loss: 1.925891500711441, rho: 0.4000000000000001
[TRAIN]: (427/1600): reward: -42.27862249314785, rates: 3.7213774518067617, loss: 1.838775360584259, rho: 0.4000000000000001
[TRAIN]: (428/1600): reward: -38.8628910779953, rates: 2.1371089402680723, loss: 1.7660361886024476, rho: 0.4000000000000001
[TRAIN]: (429/1600): reward: -61.59917712211609, rates: 0.400822853616357, loss: 1.716563868522644, rho: 0.4000000000000001
[TRAIN]: (430/1600): reward: -47.13894319534302, rates: 1.8610568081786063, loss: 1.7392093777656554, rho: 0.4000000000000001
[TRAIN]: (431/1600): reward: -62.18260359764099, rates: 0.8173964771301658, loss: 1.7184364438056945, rho: 0.4000000000000001
[TRAIN]: (432/1600): reward: -69.73752045631409, rates: 0.2624795664550806, loss: 1.7405656933784486, rho: 0.4000000000000001
[TRAIN]: (433/1600): reward: -67.79720449447632, rates: 0.20279539037592215, loss: 1.789482307434082, rho: 0.4000000000000001
[TRAIN]: (434/1600): reward: -56.91584551334381, rates: 2.084154486442504, loss: 1.8654853284358979, rho: 0.4000000000000001
[TRAIN]: (435/1600): reward: -65.59887099266052, rates: 0.40112909247337664, loss: 1.8350332021713256, rho: 0.4000000000000001
[TRAIN]: (436/1600): reward: -47.90097999572754, rates: 1.099019976760158, loss: 1.6361124396324158, rho: 0.4000000000000001
[TRAIN]: (437/1600): reward: -68.86473441123962, rates: 0.13526568789580717, loss: 1.9579423367977142, rho: 0.4000000000000001
[TRAIN]: (438/1600): reward: -57.048481702804565, rates: 1.9515183195410537, loss: 1.8073420614004134, rho: 0.4000000000000001
[TRAIN]: (439/1600): reward: -56.55859546177089, rates: 2.44140462266655, loss: 1.7079839646816253, rho: 0.4000000000000001
[TRAIN]: (440/1600): reward: -54.60763853788376, rates: 1.3923614887055433, loss: 1.8619657814502717, rho: 0.4000000000000001
[TRAIN]: (441/1600): reward: -37.89425975084305, rates: 4.10574029583803, loss: 1.9963949620723724, rho: 0.4000000000000001
[TRAIN]: (442/1600): reward: -59.586035668849945, rates: 2.4139644487142005, loss: 1.8997743785381318, rho: 0.4000000000000001
[TRAIN]: (443/1600): reward: -50.98386496305466, rates: 1.0161352314763563, loss: 1.8600279331207275, rho: 0.4000000000000001
[TRAIN]: (444/1600): reward: -53.424606680870056, rates: 0.5753933293387934, loss: 1.7238091677427292, rho: 0.4000000000000001
[TRAIN]: (445/1600): reward: -41.972096651792526, rates: 2.02790328138229, loss: 1.7743415355682373, rho: 0.4000000000000001
[TRAIN]: (446/1600): reward: -55.54370027780533, rates: 1.4562997338787664, loss: 1.8127655029296874, rho: 0.4000000000000001
[TRAIN]: (447/1600): reward: -54.93385475873947, rates: 2.0661452220294634, loss: 1.7475976526737214, rho: 0.4000000000000001
[TRAIN]: (448/1600): reward: -51.01247053593397, rates: 2.987529417122228, loss: 1.703720510005951, rho: 0.4000000000000001
[TRAIN]: (449/1600): reward: -39.82977211475372, rates: 2.170227792426114, loss: 1.6434560656547545, rho: 0.4000000000000001
[TRAIN]: (450/1600): reward: -67.45442289113998, rates: 0.5455771315642147, loss: 1.7452585995197296, rho: 0.4000000000000001
[TRAIN]: (451/1600): reward: -52.420809626579285, rates: 1.5791902081774876, loss: 1.8199778854846955, rho: 0.4000000000000001
[TRAIN]: (452/1600): reward: -53.294185400009155, rates: 0.7058147399356257, loss: 1.735393577814102, rho: 0.4000000000000001
[TRAIN]: (453/1600): reward: -65.8402424454689, rates: 1.1597576030076828, loss: 1.872421681880951, rho: 0.4000000000000001
[TRAIN]: (454/1600): reward: -53.503975212574005, rates: 1.496024678872502, loss: 1.8502646803855896, rho: 0.4000000000000001
[TRAIN]: (455/1600): reward: -72.51721954345703, rates: 0.48278049247645843, loss: 1.7151843816041947, rho: 0.4000000000000001
[TRAIN]: (456/1600): reward: -28.28410506248474, rates: 4.7158950114377856, loss: 1.900734806060791, rho: 0.4000000000000001
[TRAIN]: (457/1600): reward: -65.94365358352661, rates: 0.056346299949089185, loss: 1.6416926383972168, rho: 0.4000000000000001
[TRAIN]: (458/1600): reward: -57.01000475883484, rates: 0.9899952175507221, loss: 1.6876817703247071, rho: 0.4000000000000001
[TRAIN]: (459/1600): reward: -61.95843863487244, rates: 0.041561320678889076, loss: 1.7003404378890992, rho: 0.4000000000000001
[TRAIN]: (460/1600): reward: -51.22385814785957, rates: 1.7761418376358353, loss: 1.8171213477849961, rho: 0.4000000000000001
[TRAIN]: (461/1600): reward: -59.786572217941284, rates: 0.21342788490541786, loss: 1.8642152905464173, rho: 0.4000000000000001
[TRAIN]: (462/1600): reward: -57.20293617248535, rates: 0.7970638992360134, loss: 1.6547195732593536, rho: 0.4000000000000001
[TRAIN]: (463/1600): reward: -47.10547453537583, rates: 2.8945254062586567, loss: 1.7743424385786057, rho: 0.4000000000000001
[TRAIN]: (464/1600): reward: -63.0, rates: 0, loss: 1.914934551715851, rho: 0.4000000000000001
[TRAIN]: (465/1600): reward: -58.24530827999115, rates: 2.754691807189546, loss: 1.8129404664039612, rho: 0.4000000000000001
[TRAIN]: (466/1600): reward: -33.11188006401062, rates: 3.888119932477598, loss: 1.8765245258808136, rho: 0.4000000000000001
[TRAIN]: (467/1600): reward: -51.927743554115295, rates: 2.0722564741026663, loss: 1.7342531204223632, rho: 0.4000000000000001
[TRAIN]: (468/1600): reward: -58.335374504327774, rates: 1.6646254189905842, loss: 1.7618422627449035, rho: 0.4000000000000001
[TRAIN]: (469/1600): reward: -50.0, rates: 0, loss: 1.7668220043182372, rho: 0.4000000000000001
[TRAIN]: (470/1600): reward: -48.15987932682037, rates: 0.8401206610666153, loss: 1.663485848903656, rho: 0.4000000000000001
[TRAIN]: (471/1600): reward: -64.3699397444725, rates: 0.6300602498530423, loss: 1.777957010269165, rho: 0.4000000000000001
[TRAIN]: (472/1600): reward: -55.224396688863635, rates: 2.775603352049649, loss: 1.7422674953937531, rho: 0.4000000000000001
[TRAIN]: (473/1600): reward: -47.927974700927734, rates: 1.0720254117415775, loss: 1.8191448509693147, rho: 0.4000000000000001
[TRAIN]: (474/1600): reward: -45.338287472724915, rates: 1.6617123402327996, loss: 1.7013359129428864, rho: 0.4000000000000001
[TRAIN]: (475/1600): reward: -47.917617082595825, rates: 0.08238297467033205, loss: 1.7515920221805572, rho: 0.4000000000000001
[TRAIN]: (476/1600): reward: -53.606212705373764, rates: 0.3937872990320486, loss: 1.7110882461071015, rho: 0.4000000000000001
[TRAIN]: (477/1600): reward: -44.9005763232708, rates: 1.0994237447644415, loss: 1.669576758146286, rho: 0.4000000000000001
[TRAIN]: (478/1600): reward: -40.77307344973087, rates: 2.2269265976355115, loss: 1.6285356163978577, rho: 0.4000000000000001
[TRAIN]: (479/1600): reward: -62.873948097229004, rates: 0.12605184513173706, loss: 1.8192546486854553, rho: 0.4000000000000001
[TRAIN]: (480/1600): reward: -54.65836155414581, rates: 3.3416384272697535, loss: 1.702468115091324, rho: 0.4000000000000001
[TRAIN]: (481/1600): reward: -55.515596866607666, rates: 1.4844031858086113, loss: 1.6526090979576111, rho: 0.4000000000000001
[TRAIN]: (482/1600): reward: -58.432852901518345, rates: 1.5671471200122693, loss: 1.7478847205638885, rho: 0.4000000000000001
[TRAIN]: (483/1600): reward: -37.148274444043636, rates: 3.8517255985995877, loss: 1.775964266061783, rho: 0.4000000000000001
[TRAIN]: (484/1600): reward: -66.72859609127045, rates: 1.2714037560843447, loss: 1.7444723337888717, rho: 0.4000000000000001
[TRAIN]: (485/1600): reward: -39.470569252967834, rates: 1.52943072085804, loss: 1.7012297570705415, rho: 0.4000000000000001
[TRAIN]: (486/1600): reward: -50.88590371608734, rates: 1.114096250848048, loss: 1.735206663608551, rho: 0.4000000000000001
[TRAIN]: (487/1600): reward: -54.35507774353027, rates: 0.6449222830483313, loss: 1.7234474182128907, rho: 0.4000000000000001
[TRAIN]: (488/1600): reward: -60.936498552560806, rates: 1.063501512356238, loss: 1.863144999742508, rho: 0.4000000000000001
[TRAIN]: (489/1600): reward: -48.275832414627075, rates: 2.7241675411216506, loss: 1.6969602286815644, rho: 0.4000000000000001
[TRAIN]: (490/1600): reward: -64.0, rates: 0.0, loss: 1.7818455517292022, rho: 0.4000000000000001
[TRAIN]: (491/1600): reward: -53.035771906375885, rates: 1.96422814476067, loss: 1.7436654567718506, rho: 0.4000000000000001
[TRAIN]: (492/1600): reward: -60.33323276042938, rates: 1.6667673726324224, loss: 1.8904970705509185, rho: 0.4000000000000001
[TRAIN]: (493/1600): reward: -60.54660415649414, rates: 1.4533958498584154, loss: 1.7398675858974457, rho: 0.4000000000000001
[TRAIN]: (494/1600): reward: -58.21634663268924, rates: 2.7836533447367855, loss: 1.5222155809402467, rho: 0.4000000000000001
[TRAIN]: (495/1600): reward: -50.80054450035095, rates: 2.1994553943555846, loss: 1.7158847391605376, rho: 0.4000000000000001
[TRAIN]: (496/1600): reward: -53.96482530236244, rates: 1.0351747621388507, loss: 1.6849394381046294, rho: 0.4000000000000001
[TRAIN]: (497/1600): reward: -65.10030913352966, rates: 1.8996907562230636, loss: 1.6855593025684357, rho: 0.4000000000000001
[TRAIN]: (498/1600): reward: -54.0, rates: 0, loss: 1.8073242127895355, rho: 0.4000000000000001
[TRAIN]: (499/1600): reward: -51.53029501438141, rates: 1.4697048858941144, loss: 1.6658771336078644, rho: 0.4000000000000001
[TRAIN]: (500/1600): reward: -47.89762341976166, rates: 1.1023765429437902, loss: 1.7652380883693695, rho: 0.4000000000000001
[TRAIN]: (501/1600): reward: -53.43562388420105, rates: 1.564376183082458, loss: 1.721314412355423, rho: 0.4000000000000001
[TRAIN]: (502/1600): reward: -30.541281431913376, rates: 3.4587185373535254, loss: 1.7833361148834228, rho: 0.4000000000000001
[TRAIN]: (503/1600): reward: -24.642021775245667, rates: 2.3579782384732644, loss: 1.7626478374004364, rho: 0.4000000000000001
[TRAIN]: (504/1600): reward: -35.53132202476263, rates: 3.4686780072451016, loss: 1.7269527316093445, rho: 0.4000000000000001
[TRAIN]: (505/1600): reward: -46.127532944083214, rates: 1.8724668918615208, loss: 1.7250951409339905, rho: 0.4000000000000001
[TRAIN]: (506/1600): reward: -38.17898263409734, rates: 2.821017402117246, loss: 1.7478611409664153, rho: 0.4000000000000001
[TRAIN]: (507/1600): reward: -50.94920527935028, rates: 1.0507947593418725, loss: 1.586176234483719, rho: 0.4000000000000001
[TRAIN]: (508/1600): reward: -38.962284445762634, rates: 3.0377155127348736, loss: 1.7274257719516755, rho: 0.4000000000000001
[TRAIN]: (509/1600): reward: -38.337556064128876, rates: 3.66244409972541, loss: 1.8135721683502197, rho: 0.4000000000000001
[TRAIN]: (510/1600): reward: -40.28768169879913, rates: 3.712318328974251, loss: 1.596331524848938, rho: 0.4000000000000001
[TRAIN]: (511/1600): reward: -22.091335713863373, rates: 2.908664269195307, loss: 1.7819262266159057, rho: 0.4000000000000001
[TRAIN]: (512/1600): reward: -55.0, rates: 0, loss: 1.8292459547519684, rho: 0.4000000000000001
[TRAIN]: (513/1600): reward: -47.48161172866821, rates: 0.5183883596046681, loss: 1.844885951280594, rho: 0.4000000000000001
[TRAIN]: (514/1600): reward: -28.484941959381104, rates: 0.5150580549748038, loss: 1.7257492780685424, rho: 0.4000000000000001
[TRAIN]: (515/1600): reward: -37.233115792274475, rates: 2.7668841391407835, loss: 1.7667917668819428, rho: 0.4000000000000001
[TRAIN]: (516/1600): reward: -40.47834587097168, rates: 1.5216541169934863, loss: 1.6573613792657853, rho: 0.4000000000000001
[TRAIN]: (517/1600): reward: -50.471943974494934, rates: 0.5280560352843824, loss: 1.6440582394599914, rho: 0.4000000000000001
[TRAIN]: (518/1600): reward: -26.454453691840172, rates: 2.5455462665711157, loss: 1.492703801393509, rho: 0.4000000000000001
[TRAIN]: (519/1600): reward: -14.590183913707733, rates: 2.409816221365867, loss: 1.7502901315689088, rho: 0.4000000000000001
[TRAIN]: (520/1600): reward: -58.589322954416275, rates: 0.410677032590298, loss: 1.5976542592048646, rho: 0.4000000000000001
[TRAIN]: (521/1600): reward: -22.092374682426453, rates: 2.9076252584091007, loss: 1.5736443042755126, rho: 0.4000000000000001
[TRAIN]: (522/1600): reward: -30.93899416923523, rates: 3.061005860143067, loss: 1.664314830303192, rho: 0.4000000000000001
[TRAIN]: (523/1600): reward: -23.17882250249386, rates: 3.8211775334568348, loss: 1.7102659225463868, rho: 0.4000000000000001
[TRAIN]: (524/1600): reward: -43.0, rates: 0.0, loss: 1.8341023862361907, rho: 0.4000000000000001
[TRAIN]: (525/1600): reward: -28.275649070739746, rates: 0.7243510225334194, loss: 1.5393167853355407, rho: 0.4000000000000001
[TRAIN]: (526/1600): reward: -17.60093715786934, rates: 2.3990628672204095, loss: 1.6321564853191375, rho: 0.4000000000000001
[TRAIN]: (527/1600): reward: -27.84354665875435, rates: 2.1564532999363477, loss: 1.701409187912941, rho: 0.4000000000000001
[TRAIN]: (528/1600): reward: -5.233324766159058, rates: 1.766675303845859, loss: 1.7361270129680633, rho: 0.4000000000000001
[TRAIN]: (529/1600): reward: -24.34323024749756, rates: 2.6567697109245643, loss: 1.7600003719329833, rho: 0.4000000000000001
[TRAIN]: (530/1600): reward: -25.19688606262207, rates: 2.8031138883681734, loss: 1.617598295211792, rho: 0.4000000000000001
[TRAIN]: (531/1600): reward: -9.498811930418015, rates: 1.5011880681721028, loss: 1.712039452791214, rho: 0.4000000000000001
[TRAIN]: (532/1600): reward: -13.826374113559723, rates: 1.1736258976298193, loss: 1.676510399580002, rho: 0.4000000000000001
[TRAIN]: (533/1600): reward: -26.813061386346817, rates: 1.186938604898768, loss: 1.5665740191936492, rho: 0.4000000000000001
[TRAIN]: (534/1600): reward: -14.74698306620121, rates: 4.253016914087619, loss: 1.785209345817566, rho: 0.4000000000000001
[TRAIN]: (535/1600): reward: -13.354549050331116, rates: 2.6454510104361577, loss: 1.8921764850616456, rho: 0.4000000000000001
[TRAIN]: (536/1600): reward: -27.865368694067, rates: 2.1346313366523, loss: 1.5984522998332977, rho: 0.4000000000000001
[TRAIN]: (537/1600): reward: -16.257390439510345, rates: 0.7426095984540626, loss: 1.4980754941701888, rho: 0.4000000000000001
[TRAIN]: (538/1600): reward: -16.635594367980957, rates: 1.3644056249463183, loss: 1.5760697603225708, rho: 0.4000000000000001
[TRAIN]: (539/1600): reward: -7.8300900384783745, rates: 6.169909737919438, loss: 1.5999677240848542, rho: 0.4000000000000001
[TRAIN]: (540/1600): reward: -18.009588092565536, rates: 1.99041192800727, loss: 1.770504629611969, rho: 0.4000000000000001
[TRAIN]: (541/1600): reward: -12.788162052631378, rates: 4.2118379627034646, loss: 1.6126791179180144, rho: 0.4000000000000001
[TRAIN]: (542/1600): reward: -3.258059300482273, rates: 4.741940632129105, loss: 1.599075374007225, rho: 0.4000000000000001
[TRAIN]: (543/1600): reward: -10.485556423664093, rates: 3.5144435882304057, loss: 1.6592735528945923, rho: 0.4000000000000001
[TRAIN]: (544/1600): reward: -20.32717478275299, rates: 0.6728252381614017, loss: 1.5411750495433807, rho: 0.4000000000000001
[TRAIN]: (545/1600): reward: -28.433746933937073, rates: 0.5662530774882251, loss: 1.637242168188095, rho: 0.4000000000000001
[TRAIN]: (546/1600): reward: -5.92845293879509, rates: 4.071547018022246, loss: 1.6083613157272338, rho: 0.4000000000000001
[TRAIN]: (547/1600): reward: -7.6644494235515594, rates: 2.3355505698079337, loss: 1.6106059312820435, rho: 0.4000000000000001
[TRAIN]: (548/1600): reward: -24.2311352789402, rates: 4.7688645011121675, loss: 1.5626675605773925, rho: 0.4000000000000001
[TRAIN]: (549/1600): reward: -14.178582549095154, rates: 1.8214173380050094, loss: 1.6562298655509948, rho: 0.4000000000000001
[TRAIN]: (550/1600): reward: -18.861908674240112, rates: 0.13809135321638705, loss: 1.5292461097240448, rho: 0.4000000000000001
[TRAIN]: (551/1600): reward: -10.733482539653778, rates: 4.266517497835904, loss: 1.6060500204563142, rho: 0.4000000000000001
[TRAIN]: (552/1600): reward: -17.87455689907074, rates: 2.1254431330100583, loss: 1.6065732717514039, rho: 0.4000000000000001
[TRAIN]: (553/1600): reward: -16.68156498670578, rates: 2.318435040487857, loss: 1.4615339159965515, rho: 0.4000000000000001
[TRAIN]: (554/1600): reward: -4.27287882566452, rates: 4.727121130052812, loss: 1.4415220618247986, rho: 0.4000000000000001
[TRAIN]: (555/1600): reward: -8.657770991325378, rates: 3.342228995148311, loss: 1.5546572804450989, rho: 0.4000000000000001
[TRAIN]: (556/1600): reward: -4.897069573402405, rates: 6.1029304123022845, loss: 1.5038143396377563, rho: 0.4000000000000001
[TRAIN]: (557/1600): reward: 5.7184117436409, rates: 5.718411691795098, loss: 1.620055216550827, rho: 0.4000000000000001
[TRAIN]: (558/1600): reward: -8.20515125989914, rates: 1.794848696699439, loss: 1.4939790427684785, rho: 0.4000000000000001
[TRAIN]: (559/1600): reward: -24.430281192064285, rates: 2.5697188236052915, loss: 1.5281026899814605, rho: 0.4000000000000001
[TRAIN]: (560/1600): reward: -14.782137632369995, rates: 5.217862384601901, loss: 1.425151953101158, rho: 0.4000000000000001
[TRAIN]: (561/1600): reward: -8.633192539215088, rates: 1.3668074234183758, loss: 1.5040430396795272, rho: 0.4000000000000001
[TRAIN]: (562/1600): reward: -6.511126279830933, rates: 3.488873742636023, loss: 1.4394780158996583, rho: 0.4000000000000001
[TRAIN]: (563/1600): reward: -3.106741279363632, rates: 6.893258781317841, loss: 1.5377684026956557, rho: 0.4000000000000001
[TRAIN]: (564/1600): reward: -14.314771294593811, rates: 3.6852287603298874, loss: 1.4603596925735474, rho: 0.4000000000000001
[TRAIN]: (565/1600): reward: -0.2949768304824829, rates: 4.705023146618855, loss: 1.5388319224119187, rho: 0.4000000000000001
[TRAIN]: (566/1600): reward: 0.08234500885009766, rates: 5.082344908162704, loss: 1.5710343778133393, rho: 0.4000000000000001
[TRAIN]: (567/1600): reward: -2.61793352663517, rates: 2.3820664260067357, loss: 1.6407411873340607, rho: 0.4000000000000001
[TRAIN]: (568/1600): reward: 1.5890971720218658, rates: 6.5890971453329445, loss: 1.4246022820472717, rho: 0.4000000000000001
[TRAIN]: (569/1600): reward: -1.2266237437725067, rates: 8.773376225542743, loss: 1.4263789236545563, rho: 0.4000000000000001
[TRAIN]: (570/1600): reward: -5.5058305859565735, rates: 4.49416948593762, loss: 1.3948599815368652, rho: 0.4000000000000001
[TRAIN]: (571/1600): reward: 1.219149798154831, rates: 5.219149784553464, loss: 1.547052127122879, rho: 0.4000000000000001
[TRAIN]: (572/1600): reward: -13.548391580581665, rates: 1.4516083985651007, loss: 1.3734308242797852, rho: 0.4000000000000001
[TRAIN]: (573/1600): reward: -1.2822681665420532, rates: 3.7177317469267144, loss: 1.540096604824066, rho: 0.4000000000000001
[TRAIN]: (574/1600): reward: 5.098962187767029, rates: 5.098962246172465, loss: 1.490332120656967, rho: 0.4000000000000001
[TRAIN]: (575/1600): reward: 0.8362105488777161, rates: 5.836210500653822, loss: 1.5487879693508149, rho: 0.4000000000000001
[TRAIN]: (576/1600): reward: -9.044030353426933, rates: 0.9559696212931188, loss: 1.55280582010746, rho: 0.4000000000000001
[TRAIN]: (577/1600): reward: 3.9596951007843018, rates: 3.959695137363421, loss: 1.5659988343715667, rho: 0.4000000000000001
[TRAIN]: (578/1600): reward: 8.919578701257706, rates: 8.919578765640756, loss: 1.4929573595523835, rho: 0.4000000000000001
[TRAIN]: (579/1600): reward: 0.92894247174263, rates: 5.9289425117558086, loss: 1.5843808352947235, rho: 0.4000000000000001
[TRAIN]: (580/1600): reward: -6.52494204044342, rates: 5.475057895194324, loss: 1.351701232790947, rho: 0.4000000000000001
[TRAIN]: (581/1600): reward: 0.08979788422584534, rates: 5.089797921192009, loss: 1.4640392512083054, rho: 0.4000000000000001
[TRAIN]: (582/1600): reward: -9.08240333199501, rates: 5.917596549277377, loss: 1.4817216038703918, rho: 0.4000000000000001
[TRAIN]: (583/1600): reward: 4.379310131072998, rates: 4.379310077995903, loss: 1.401570013165474, rho: 0.4000000000000001
[TRAIN]: (584/1600): reward: -4.806477129459381, rates: 5.193522867422359, loss: 1.5652145802974702, rho: 0.4000000000000001
[TRAIN]: (585/1600): reward: 1.799428254365921, rates: 6.799428248349335, loss: 1.3536519050598144, rho: 0.4000000000000001
[TRAIN]: (586/1600): reward: -7.051392301917076, rates: 2.9486076629190823, loss: 1.448645043373108, rho: 0.4000000000000001
[TRAIN]: (587/1600): reward: -1.793906383216381, rates: 4.206093619634107, loss: 1.404058814048767, rho: 0.4000000000000001
[TRAIN]: (588/1600): reward: -2.663283586502075, rates: 7.336716398712191, loss: 1.4918951749801637, rho: 0.4000000000000001
[TRAIN]: (589/1600): reward: 2.124601274728775, rates: 7.124601267879968, loss: 1.4983558058738708, rho: 0.4000000000000001
[TRAIN]: (590/1600): reward: -6.177114844322205, rates: 5.822885241659559, loss: 1.4905971586704254, rho: 0.4000000000000001
[TRAIN]: (591/1600): reward: -11.411317348480225, rates: 3.588682575578675, loss: 1.3952539384365081, rho: 0.4000000000000001
[TRAIN]: (592/1600): reward: 1.0692888498306274, rates: 6.06928898648615, loss: 1.507185274362564, rho: 0.4000000000000001
[TRAIN]: (593/1600): reward: 4.258894607424736, rates: 8.25889447765819, loss: 1.482728773355484, rho: 0.4000000000000001
[TRAIN]: (594/1600): reward: 6.037670940160751, rates: 6.037671056916501, loss: 1.4745454698801042, rho: 0.4000000000000001
[TRAIN]: (595/1600): reward: -4.398984581232071, rates: 5.601015369090208, loss: 1.3882696628570557, rho: 0.4000000000000001
[TRAIN]: (596/1600): reward: 3.5366769284009933, rates: 3.5366769447317576, loss: 1.3230930119752884, rho: 0.4000000000000001
[TRAIN]: (597/1600): reward: 7.157722741365433, rates: 7.157722673614257, loss: 1.3340436458587646, rho: 0.4000000000000001
[TRAIN]: (598/1600): reward: 8.07178820669651, rates: 8.071788254730283, loss: 1.4821979701519012, rho: 0.4000000000000001
[TRAIN]: (599/1600): reward: 6.4943225383758545, rates: 6.494322601899038, loss: 1.2979817390441895, rho: 0.4000000000000001
[TRAIN]: (600/1600): reward: 1.812249630689621, rates: 6.812249585893846, loss: 1.4110538154840468, rho: 0.4000000000000001
[TRAIN]: (601/1600): reward: -10.072247207164764, rates: 4.927752759575488, loss: 1.617318919301033, rho: 0.4000000000000001
[TRAIN]: (602/1600): reward: 8.10922634601593, rates: 8.109226354978475, loss: 1.441350880265236, rho: 0.4000000000000001
[TRAIN]: (603/1600): reward: 0.719310350716114, rates: 6.71931031755002, loss: 1.458909210562706, rho: 0.4000000000000001
[TRAIN]: (604/1600): reward: 4.198792487382889, rates: 4.198792443957194, loss: 1.4116900742053986, rho: 0.4000000000000001
[TRAIN]: (605/1600): reward: 1.880063533782959, rates: 6.880063531967744, loss: 1.3625495702028274, rho: 0.4000000000000001
[TRAIN]: (606/1600): reward: 6.586345016956329, rates: 6.586345114453563, loss: 1.4308159619569778, rho: 0.4000000000000001
[TRAIN]: (607/1600): reward: 4.52366179227829, rates: 4.523661786667359, loss: 1.5826377779245377, rho: 0.4000000000000001
[TRAIN]: (608/1600): reward: 8.523066639900208, rates: 8.523066731466116, loss: 1.2643869876861573, rho: 0.4000000000000001
[TRAIN]: (609/1600): reward: -5.500141113996506, rates: 4.49985902111116, loss: 1.2624137312173844, rho: 0.4000000000000001
[TRAIN]: (610/1600): reward: -4.411967575550079, rates: 5.588032423151712, loss: 1.2800146281719207, rho: 0.4000000000000001
[TRAIN]: (611/1600): reward: 8.75099664926529, rates: 8.750996676723158, loss: 1.3250683814287185, rho: 0.4000000000000001
[TRAIN]: (612/1600): reward: 1.343532145023346, rates: 6.3435321767348976, loss: 1.4362588584423066, rho: 0.4000000000000001
[TRAIN]: (613/1600): reward: -7.940845876932144, rates: 6.059153987327933, loss: 1.403113442659378, rho: 0.4000000000000001
