[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 34, [(0.0, 1.0, 0.4), (1.0, 0.4375, 0.4), (1.0, 0.1875, 0.4), (1.0, 1.0, 0.4), (0.0, 0.125, 0.4), (1.0, 0.75, 0.4), (0.0, 0.0, 0.4), (0.0, 0.25, 0.4), (0.0, 0.625, 0.4), (0.0, 0.4375, 0.4), (0.0, 0.875, 0.4), (1.0, 0.0, 0.4), (1.0, 0.625, 0.4), (1.0, 0.8125, 0.4), (0.0, 0.9375, 0.4), (0.0, 0.75, 0.4), (0.0, 0.8125, 0.4), (1.0, 0.6875, 0.4), (1.0, 0.0625, 0.4), (0.0, 0.0625, 0.4), (1.0, 0.3125, 0.4), (0.0, 0.375, 0.4), (1.0, 0.125, 0.4), (0.0, 0.5, 0.4), (0.0, 0.5625, 0.4), (1.0, 0.25, 0.4), (1.0, 0.5, 0.4), (1.0, 0.375, 0.4), (1.0, 0.875, 0.4), (1.0, 0.5625, 0.4), (0.0, 0.6875, 0.4), (1.0, 0.9375, 0.4), (0.0, 0.3125, 0.4), (0.0, 0.1875, 0.4)]
[ENV]: Finished init Environment
[TRAIN]: actions: 34, observations: 75
[TRAIN]: CUDA: True
[TRAIN]: (1/1600): reward: -74.68581491708755, reward_t: [0.0, -0.423825204372406, -5.0, -5.0, -5.0, -5.0, 0.0, -5.0, -4.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.0, -4.0, -1.261989712715149, -5.0], rates: 1.314185047792604, rate_t: [0, 0.5761747943214481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7380102534711559, 0], loss: 0, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 11, transmit_actions_t: [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1], bound: 0, bound_t: [],P: [0.375, 0.1875, 0.875, 0.0, 0.75, 0.9375, 0.4375, 0.0, 0.3125, 0.0, 0.625, 0.3125, 0.3125, 0.5, 0.3125, 0.0, 0.875, 0.5, 0.1875, 0.5]
[TRAIN]: (2/1600): reward: -33.86950069665909, reward_t: [0.0, -5.0, 0.0, -5.0, 0.0, 0.0, -0.5638250708580017, -5.0, 0.0, 0.0, 0.0, -1.5808807611465454, -2.724794864654541, -4.0, 0.0, 0.0, -5.0, 0.0, 0.0, -5.0], rates: 1.130499279607738, rate_t: [0, 0, 0, 0, 0, 0, 0.43617494803893436, 0, 0, 0, 0, 0.4191192732709149, 0.2752050582978887, 0, 0, 0, 0, 0, 0, 0], loss: 0, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 7, transmit_actions_t: [0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1], bound: 0, bound_t: [],P: [0.125, 0.5, 0.875, 0.875, 0.25, 0.5625, 0.1875, 0.75, 0.9375, 0.6875, 0.9375, 0.3125, 0.3125, 0.125, 0.5625, 0.5625, 0.125, 0.5625, 0.9375, 0.9375]
[TRAIN]: (3/1600): reward: -55.81358879804611, reward_t: [0.0, -5.0, 0.0, -5.0, -2.894655227661133, -5.0, -5.0, -5.0, -5.0, 0.0, 0.9827640652656555, 0.0, 0.0, -3.9016976356506348, -5.0, -5.0, -5.0, -5.0, 0.0, 0.0], rates: 1.1864113558310538, rate_t: [0, 0, 0, 0, 0.10534485509222286, 0, 0, 0, 0, 0, 0.982764035851374, 0, 0, 0.09830246488745706, 0, 0, 0, 0, 0, 0.0], loss: 0, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 14, transmit_actions_t: [0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1], bound: 0, bound_t: [],P: [0.3125, 0.875, 0.6875, 0.6875, 0.0625, 0.0625, 0.3125, 0.1875, 0.3125, 0.5, 0.0625, 0.8125, 0.9375, 0.3125, 0.5, 0.125, 0.375, 1.0, 0.625, 0.0]
[TRAIN]: (4/1600): reward: -37.627662658691406, reward_t: [0.0, 0.0, 0.0, -5.0, -5.0, 0.0, 0.0, 0.0, -5.0, 0.0, 0.0, -3.761544942855835, 0.0, -3.8661177158355713, 0.0, -5.0, -5.0, 0.0, 0.0, -5.0], rates: 0.37233746753371183, rate_t: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.23845513249098355, 0, 0.13388233504272828, 0, 0, 0, 0, 0, 0], loss: 11.272247482748593, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 9, transmit_actions_t: [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1], bound: 0, bound_t: [],P: [1.0, 1.0, 0.6875, 0.9375, 0.625, 0.4375, 0.5625, 0.875, 0.5625, 0.8125, 0.0, 0.5, 0.875, 0.3125, 0.5625, 1.0, 0.9375, 0.6875, 0.5625, 0.5625]
[TRAIN]: (5/1600): reward: -43.75934799015522, reward_t: [0.0, 0.0, -2.0, -0.11912412941455841, -3.0, -3.7867188453674316, 0.0, -5.0, -5.0, 0.0, -5.0, -5.0, 0.0, -5.0, 0.0, -5.0, 0.0, -5.0, -1.0, 1.14649498462677], rates: 2.2406518929259676, rate_t: [0, 0, 0, 0.8808758726893791, 0, 0.21328108536985443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1464949348667344], loss: 10.482084941864013, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 9, transmit_actions_t: [0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], bound: 0, bound_t: [],P: [0.9375, 0.5625, 0.4375, 0.1875, 0.375, 0.3125, 0.375, 0.0, 0.5625, 0.75, 0.875, 0.25, 0.5, 0.8125, 0.6875, 0.5, 0.6875, 0.5, 0.1875, 0.0625]
[TRAIN]: (6/1600): reward: -52.93792927265167, reward_t: [-5.0, -5.0, 0.0, -5.0, 0.0, -5.0, 0.0, 0.0, -5.0, -1.6079005002975464, 0.0, -5.0, 0.0, -5.0, 0.0, -5.0, 0.0, -1.330028772354126, -5.0, -5.0], rates: 1.062070621234814, rate_t: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0.39209945196181595, 0, 0, 0, 0, 0, 0, 0, 0.6699711692729982, 0, 0], loss: 10.440552854537964, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 10, transmit_actions_t: [1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1], bound: 0, bound_t: [],P: [0.3125, 1.0, 0.875, 0.0625, 0.875, 0.625, 0.25, 0.9375, 0.25, 0.375, 0.5, 0.9375, 0.5625, 0.8125, 0.8125, 0.8125, 0.5, 0.25, 0.8125, 0.375]
[TRAIN]: (7/1600): reward: -41.95931529998779, reward_t: [-5.0, 0.0, 0.0, -5.0, 0.0, -5.0, -5.0, -1.9003922939300537, 0.0, -5.0, 0.0, 0.0, 0.9410769939422607, 0.0, -5.0, -5.0, -5.0, 0.0, -1.0, 0.0], rates: 1.0406847219029998, rate_t: [0, 0, 0.0, 0, 0, 0, 0, 0.09960769845086428, 0, 0, 0.0, 0, 0.9410770234521354, 0, 0, 0, 0, 0, 0, 0], loss: 10.568349313735961, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 11, transmit_actions_t: [1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0], bound: 0, bound_t: [],P: [0.0625, 0.875, 0.0, 1.0, 0.4375, 0.125, 0.6875, 0.0625, 0.6875, 0.5, 0.0, 0.625, 0.0625, 0.875, 0.9375, 0.6875, 0.25, 0.25, 0.3125, 1.0]
[TRAIN]: (8/1600): reward: -45.510317862033844, reward_t: [0.0, -5.0, 0.0, -5.0, 0.0, 0.375510036945343, 0.0, -5.0, 0.0, -0.6744332313537598, -5.0, 0.993779182434082, -5.0, -5.0, -5.0, -5.0, 1.2775429487228394, 1.4497401714324951, -3.9324569702148438, -5.0], rates: 4.489682052298179, rate_t: [0, 0, 0, 0, 0, 0.37551002432278574, 0, 0, 0, 0.32556677855634225, 0, 0.9937792103345189, 0, 0, 0, 0, 1.2775429043211821, 1.4497401458552925, 0.0675429889080583, 0], loss: 10.135032033920288, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 8, transmit_actions_t: [0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1], bound: 0, bound_t: [],P: [0.5, 0.0, 0.875, 0.4375, 0.25, 0.1875, 0.5625, 0.125, 0.6875, 0.125, 0.0625, 0.125, 0.1875, 0.4375, 0.1875, 0.4375, 0.125, 0.0625, 0.375, 0.5625]
[TRAIN]: (9/1600): reward: -27.9290509223938, reward_t: [0.0, 0.0, -5.0, 0.4397292137145996, 0.0, 0.0, -5.0, 0.0, -5.0, 0.0, 0.0, -0.9818668961524963, -5.0, 0.0, 0.9220957159996033, -5.0, 0.07943403720855713, 1.6115570068359375, 0.0, -5.0], rates: 5.0709491232151365, rate_t: [0, 0, 0, 0.4397292116226025, 0, 0, 0, 0, 0, 0, 0, 1.0181331293233598, 0, 0, 0.9220957221545665, 0, 1.0794340365459059, 1.6115570235687025, 0, 0], loss: 9.99079794883728, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 8, transmit_actions_t: [0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1], bound: 0, bound_t: [],P: [0.0625, 0.8125, 0.0, 0.0625, 0.5, 1.0, 0.4375, 1.0, 0.75, 0.1875, 0.5625, 0.25, 1.0, 0.25, 0.125, 0.0625, 0.1875, 0.0625, 0.6875, 0.625]
[TRAIN]: (10/1600): reward: -58.64200496673584, reward_t: [-5.0, -5.0, 0.0, -2.0, 0.0, -5.0, -5.0, 0.0, -5.0, 0.0, -5.0, 0.0, -3.8276405334472656, -5.0, -2.814364433288574, -5.0, -5.0, -5.0, 0.0, 0.0], rates: 0.35799509061165363, rate_t: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.17235945055959184, 0, 0.1856356400520618, 0, 0, 0, 0, 0.0], loss: 9.981905794143676, rho: 0.4000000000000001, rho_t: [0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4], transmit_actions: 12, transmit_actions_t: [1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1], bound: 0, bound_t: [],P: [0.125, 0.5625, 1.0, 0.3125, 0.8125, 0.875, 0.125, 0.6875, 0.8125, 0.1875, 0.625, 0.25, 0.4375, 0.0625, 0.3125, 0.875, 0.375, 0.625, 0.125, 0.0]
